Timestamp,Reg1,Reg2,Reg3,Reg4,Reg5,Reg6,Reg7,Reg8
1741884678.764177,0,0,0,0,948059501,414325645,118294604,132450552
1741884678.7684155,0,0,0,0,948059501,414325645,118294604,132450552
1741884678.7784154,0,0,0,0,948059501,414325645,118294298,132450344
1741884678.788952,0,0,0,0,797260337,328866182,70649626,101189672
1741884678.798681,0,0,0,0,797260337,328866182,70649626,101189672
1741884678.8086724,0,0,0,0,797260337,328866182,70649626,101189672
1741884678.8222167,0,0,0,0,797258385,328865002,70648939,101189220
1741884678.8459346,0,0,0,0,727331473,285283562,49349739,85526116
1741884678.8459346,0,0,0,0,727331473,285283562,49349739,85526116
1741884678.8518002,0,0,0,0,727331473,285283562,49349739,85526116
1741884678.8597991,0,0,0,0,727330398,285282938,49349442,85525915
1741884678.8702624,0,0,0,0,617426526,224399994,22807362,61801883
1741884678.880267,0,0,0,0,617426526,224399994,22807362,61801883
1741884678.8899417,0,0,0,0,617426526,224399994,22807362,61801883
1741884678.9006302,0,0,0,0,617423915,224398473,10616977,50135892
1741884678.9106245,0,0,0,0,548152363,185928841,10616977,50135892
1741884678.9202313,0,0,0,0,548152363,185928841,10616977,50135892
1741884678.931147,0,0,0,0,548152363,185928841,10616977,50135892
1741884678.9441435,0,0,0,0,503587517,160959433,7864522,41419526
1741884678.9504788,0,0,0,0,503587517,160959433,7864522,41419526
1741884678.960479,0,0,0,0,503587517,160959433,7864522,41419526
1741884678.9711895,0,0,0,0,503587517,160959433,7864522,41419526
1741884678.981856,0,0,0,0,510337363,161549029,7471245,40633036
1741884678.9948537,0,0,0,0,510337363,161549029,7471245,40633036
1741884679.0024745,0,0,0,0,510337363,161549029,7471245,40633036
1741884679.0114737,0,0,0,0,510337363,161549029,7471245,40633036
1741884679.0212936,0,0,0,0,595075988,206113866,13369502,54461242
1741884679.0318954,0,0,0,0,595075988,206113866,13369502,54461242
1741884679.0545626,0,0,0,0,595075988,206113866,13369502,54461242
1741884679.0545626,0,0,0,0,595075988,206113866,13369502,54461782
1741884679.0625625,0,0,0,0,892153364,371397125,84542179,114427222
1741884679.0725067,0,0,0,0,892153364,371397125,84542179,114427222
1741884679.0829074,0,0,0,0,892153364,371397125,84542179,114427222
1741884679.094904,0,0,0,0,892156803,371399134,84543285,114427980
1741884679.1045554,0,0,0,0,1011170179,441588190,126289717,142084172
1741884679.113555,0,0,0,0,1011170179,441588190,126289717,142084172
1741884679.1232352,0,0,0,0,1011170179,441588190,126289717,142084172
1741884679.1334753,0,0,0,0,1011170706,441588487,126289893,142084280
1741884679.146475,0,0,0,0,1035484562,455416583,135137253,148179128
1741884679.1537495,0,0,0,0,1035484562,455416583,135137253,148179128
1741884679.164335,0,0,0,0,1035484562,455416583,135137253,148179128
1741884679.1763268,0,0,0,0,1035484427,455416495,135137212,148048026
1741884679.1849883,0,0,0,0,1038826763,456596143,135071676,148048026
1741884679.195989,0,0,0,0,1038826763,456596143,135071676,148048026
1741884679.204757,0,0,0,0,1038826763,456596143,135071676,148048026
1741884679.2175136,0,0,0,0,1027882333,449714909,131860448,146081971
1741884679.2255075,0,0,0,0,1027882333,449714909,131860448,146081971
1741884679.235125,0,0,0,0,1027882333,449714909,131860448,146081971
1741884679.245127,0,0,0,0,1027882333,449714909,131860448,146081971
1741884679.2557185,0,0,0,0,1031421324,451681014,132712443,146409678
1741884679.266262,0,0,0,0,1031421324,451681014,132712443,146409678
1741884679.2762554,0,0,0,0,1031421324,451681014,132712443,146409678
1741884679.2859306,0,0,0,0,1031421324,451681014,132712443,146409678
1741884679.2975612,0,0,0,0,1034960236,453253867,133433338,146081973
1741884679.306561,0,0,0,0,1034960236,453253867,133433338,146081973
1741884679.3293102,0,0,0,0,1034960236,453253867,133433338,146081973
1741884679.3293102,0,0,0,0,1034960236,453253867,133433338,146081957
1741884679.3393083,0,0,0,0,1021263165,446372561,128845773,143132837
1741884679.34772,0,0,0,0,1021263165,446372561,128845773,143132837
1741884679.3597343,0,0,0,0,1021263165,446372561,128845773,143132837
1741884679.3704221,0,0,0,0,1021263037,446372493,128845750,143132810
1741884679.378419,0,0,0,0,1013660861,442833549,127797174,143067274
1741884679.388246,0,0,0,0,1013660861,442833549,127797174,143067274
1741884679.3982556,0,0,0,0,1013660861,442833549,127797174,143067274
1741884679.4085808,0,0,0,0,1013661597,442834004,127797461,143067472
1741884679.4213157,0,0,0,0,1026047901,451091540,132974805,145754448
1741884679.4292982,0,0,0,0,1026047901,451091540,132974805,145754448
1741884679.4402912,0,0,0,0,1026047901,451091540,132974805,145754448
1741884679.4539707,0,0,0,0,1026047083,451091070,132974517,143198354
1741884679.4620636,0,0,0,0,1020476523,447617662,129107893,143198354
1741884679.4711099,0,0,0,0,1020476523,447617662,129107893,143198354
1741884679.4801662,0,0,0,0,1020476523,447617662,129107893,143198354
1741884679.489354,0,0,0,0,1043807825,462822312,140576875,150538488
1741884679.4999685,0,0,0,0,1043807825,462822312,140576875,150538488
1741884679.5099611,0,0,0,0,1043807825,462822312,140576875,150538488
1741884679.5219648,0,0,0,0,1043807825,462822312,140576875,150538488
1741884679.5299666,0,0,0,0,1049902464,467409715,143853599,153815247
1741884679.5409636,0,0,0,0,1049902464,467409715,143853599,153815247
1741884679.5506887,0,0,0,0,1049902464,467409715,143853599,153815247
1741884679.5655453,0,0,0,0,1049902464,467409715,143853599,153815247
1741884679.5735414,0,0,0,0,1061240501,474946544,147130511,155388193
1741884679.5835404,0,0,0,0,1061240501,474946544,147130511,155388193
1741884679.5915415,0,0,0,0,1061240501,474946544,147130511,155388193
1741884679.6025412,0,0,0,0,1061240501,474946617,147130568,155388211
1741884679.6125422,0,0,0,0,1064910606,477699129,149358792,157092147
1741884679.6245415,0,0,0,0,1064910606,477699129,149358792,157092147
1741884679.6335413,0,0,0,0,1064910606,477699129,149358792,157092147
1741884679.6425414,0,0,0,0,1064910572,477699092,149358766,157092143
1741884679.6525416,0,0,0,0,1048788716,467672084,143591598,153159983
1741884679.6685414,0,0,0,0,1048788716,467672084,143591598,153159983
1741884679.6745417,0,0,0,0,1048788716,467672084,143591598,153159983
1741884679.6840134,0,0,0,0,1048788702,467672090,143591592,139856182
1741884679.6940129,0,0,0,0,995180254,435887130,124061864,139856182
1741884679.7035346,0,0,0,0,995180254,435887130,124061864,139856182
1741884679.7145352,0,0,0,0,995180254,435887130,124061864,139856182
1741884679.7275414,0,0,0,0,995179483,336730710,75630497,102434956
1741884679.7345426,0,0,0,0,820001755,336730710,75630497,102434956
1741884679.7445405,0,0,0,0,820001755,336730710,75630497,102434956
1741884679.77157,0,0,0,0,820001755,336730710,75630497,102434956
1741884679.77157,0,0,0,0,723202613,281744519,46072881,82511409
1741884679.7879746,0,0,0,0,723202613,281744519,46072881,82511409
1741884679.7879746,0,0,0,0,723202613,281744519,46072881,82511409
1741884679.7949755,0,0,0,0,723202613,281744519,46072881,82511409
1741884679.8057864,0,0,0,0,677982474,259003368,35193860,75630103
1741884679.815771,0,0,0,0,677982474,259003368,35193860,75630103
1741884679.8287616,0,0,0,0,677982474,259003368,35193860,75630103
1741884679.8357642,0,0,0,0,677982474,259003368,35193860,75630103
1741884679.8477707,0,0,0,0,562178432,192614318,12976713,50660498
1741884679.8557608,0,0,0,0,562178432,192614318,12976713,50660498
1741884679.8707612,0,0,0,0,562178432,192614318,12976713,50660498
1741884679.8767617,0,0,0,0,562178432,192613426,12976312,50660149
1741884679.889761,0,0,0,0,509813585,162860082,5439672,39977781
1741884679.8977613,0,0,0,0,509813585,162860082,5439672,39977781
1741884679.9077609,0,0,0,0,509813585,162860082,5439672,39977781
1741884679.9182692,0,0,0,0,509813559,162860061,5439651,39977797
1741884679.92827,0,0,0,0,525148983,171904029,4980899,43909957
1741884679.9379065,0,0,0,0,525148983,171904029,4980899,43909957
1741884679.9519057,0,0,0,0,525148983,171904029,4980899,43909957
1741884679.9579053,0,0,0,0,525149196,171904144,4980948,43516788
1741884679.9739058,0,0,0,0,532423692,171969680,3670228,43516788
1741884679.982053,0,0,0,0,532423692,171969680,3670228,43516788
1741884679.992051,0,0,0,0,532423692,171969680,3670228,43516788
1741884679.9986317,0,0,0,0,532424943,314904354,56558034,94962768
1741884680.0086284,0,0,0,0,787097839,314904354,56558034,94962768
1741884680.0196288,0,0,0,0,787097839,314904354,56558034,94962768
1741884680.0296285,0,0,0,0,787097839,314904354,56558034,94962768
