1742062967678631,24487,2205,25111,10337,13271,0,26459,0
1742062967688343,24731,2221,25780,10332,,,,
1742062967693963,14269,0,25650,0,24656,2354,26455,10295
1742062967709675,13815,0,24652,0,24565,2288,27079,10283
1742062967725387,12507,0,23630,0,24675,2371,27376,10252
1742062967741099,13828,0,23256,0,,,,
1742062967748897,24510,2224,27490,10244,13998,0,22537,0
1742062967764033,24957,1912,27387,10233,12481,0,21641,0
1742062967779169,24297,2124,27845,10246,12992,0,21680,0
1742062967794305,24466,2374,28068,10243,,,,
1742062967801849,13446,0,21352,0,24486,2331,28168,10246
1742062967816705,13191,0,21757,0,24354,2051,28207,10244
1742062967831561,13827,0,21821,0,24446,2460,28451,10231
1742062967846417,12591,0,21228,0,,,,
1742062967854400,24477,2310,28782,10228,13415,0,20283,0
1742062967873536,24584,2361,28848,10257,13039,0,19406,0
1742062967892672,24989,2147,29374,10200,13348,0,18584,0
1742062967911808,25054,1958,29799,10189,,,,
1742062967920900,13674,0,17321,0,25212,2081,30457,10184
1742062967936036,13367,0,16220,0,25846,2118,31121,10191
1742062967951172,12097,0,15643,0,26117,2060,31189,10192
1742062967966308,12579,0,16238,0,,,,
1742062967973822,26024,1917,30952,10174,14022,0,16310,0
1742062967988390,26361,2027,30774,10170,12018,0,16252,0
1742062968002958,25986,2065,30217,10190,13209,0,17115,0
1742062968017526,25638,2135,30072,10187,,,,
1742062968024898,13489,0,16470,0,26278,2216,30566,10201
1742062968040034,12866,0,16089,0,25272,1999,30746,10156
1742062968055170,13703,0,15501,0,25472,1920,30819,10165
1742062968070306,12579,0,15825,0,,,,
1742062968077898,25278,2048,30790,10170,13800,0,15909,0
1742062968093034,26109,2167,30648,10167,12611,0,15784,0
1742062968108170,25824,2082,30696,10154,12765,0,15963,0
1742062968123306,25994,2104,30791,10173,,,,
1742062968130841,14247,0,15496,0,25834,1968,30890,10150
1742062968145697,12739,0,15388,0,25915,2031,31265,10166
1742062968160553,13208,0,14880,0,25731,1844,31251,10142
1742062968175409,12635,0,14549,0,,,,
1742062968183376,25934,1794,31616,10125,13597,0,14401,0
1742062968202392,26360,2326,31649,10143,12568,0,14663,0
1742062968221408,26835,2024,31200,10148,12613,0,15282,0
1742062968240424,26910,2111,31040,10147,,,,
1742062968249005,13431,0,15453,0,26878,2125,30790,10151
1742062968260429,13247,0,15148,0,27150,1908,31007,10166
1742062968271853,12608,0,14795,0,26745,1999,31218,10140
1742062968283277,12720,0,13877,0,,,,
1742062968290034,26094,1733,31530,10114,14528,0,13764,0
1742062968309746,26691,2026,31547,10144,12515,0,13780,0
1742062968329458,26317,2057,32200,10117,12653,0,13706,0
1742062968349170,25851,1694,31828,10124,,,,
1742062968358393,13277,0,13934,0,26313,1994,31801,10137
1742062968372961,12196,0,13698,0,25838,1986,31638,10150
1742062968387529,13348,0,14150,0,26106,1870,31600,10112
1742062968402097,12267,0,13756,0,,,,
1742062968409417,26194,1983,31951,10161,14172,0,13858,0
1742062968424273,26168,2026,31953,10116,12755,0,13258,0
1742062968439129,25610,1918,32312,10130,12825,0,13202,0
1742062968453985,25571,1807,32223,10136,,,,
1742062968461976,14285,0,13089,0,25678,2042,32292,10128
1742062968481256,13322,0,13350,0,25186,1769,32024,10133
1742062968500536,13165,0,13245,1,25234,2218,32060,10138
1742062968519816,12546,0,13309,0,,,,
1742062968528875,25400,2030,32288,10109,13716,0,13416,0
1742062968543443,25477,1987,32121,10127,13466,0,13466,0
1742062968558011,24711,1689,31993,10115,12996,0,12642,0
1742062968572579,25162,2032,32558,10113,,,,
1742062968579661,13381,0,12709,0,24195,2013,32306,10098
1742062968592517,13322,0,12875,0,25130,2046,32710,10114
1742062968605373,12425,0,12674,0,24848,2001,32397,10128
1742062968618229,12063,0,12317,0,,,,
1742062968625350,24945,2006,32379,10120,14325,0,12623,0
1742062968643630,24224,1818,32380,10133,13088,0,13031,0
1742062968661910,24321,1945,32300,10107,13479,0,12595,0
1742062968680190,24439,1849,32433,10114,,,,
1742062968688883,14047,0,12932,0,23979,1990,32387,10145
1742062968703451,12636,0,12839,0,23844,2086,32086,10134
1742062968718019,12887,0,12975,0,24296,2242,32013,10137
1742062968732587,12258,0,12071,0,,,,
1742062968740128,24391,2034,32351,10120,13570,0,11780,0
1742062968756696,23737,2061,32202,10102,13500,0,13140,0
1742062968773264,24076,2364,31998,10149,12593,0,13037,0
1742062968789832,23846,2163,31729,10160,,,,
1742062968797768,14160,0,12988,0,23407,1813,31602,10117
1742062968811480,13655,0,13103,0,24203,2316,32140,10156
1742062968825192,12998,0,12951,0,24072,1928,31972,10162
1742062968838904,12784,0,12803,0,,,,
1742062968846567,23991,2042,32419,10148,12935,0,11873,0
1742062968866583,23151,1665,32143,10157,12538,0,12077,0
1742062968886599,23726,1945,32551,10107,13811,0,11818,0
1742062968906615,23158,1771,32425,10115,,,,
1742062968915407,13442,0,12090,0,24196,1854,32355,10135
1742062968925671,12550,0,12692,0,24187,1782,32208,10112
1742062968935935,12296,0,12851,0,24634,2404,32245,10143
1742062968946199,12570,0,12889,0,,,,
1742062968952334,24665,2177,32197,10128,14582,0,12520,0
1742062968970534,24103,1941,32361,10102,12712,0,11903,0
1742062968988734,24020,1868,32935,10061,13780,0,12390,0
1742062969006934,23828,1808,32664,10099,,,,
1742062969015732,13130,0,11932,0,23975,1921,33014,10113
1742062969031444,13203,0,11902,0,23687,2089,33344,10112
1742062969047156,13076,0,11331,0,23964,1990,33246,10107
1742062969062868,12318,0,11463,0,,,,
1742062969070589,23713,1862,33081,10134,14015,0,11413,0
1742062969085069,24028,1814,33069,10097,12842,0,11769,0
1742062969099549,23838,1906,33088,10096,12307,0,11285,0
1742062969114029,23544,1693,33174,10097,,,,
1742062969121448,13647,0,11254,0,23490,1957,33470,10091
1742062969137152,13575,0,11354,0,23402,2005,33455,10093
1742062969152856,13109,0,11397,0,23397,2057,33375,10085
1742062969168560,12081,0,11233,0,,,,
1742062969176777,23463,2289,33293,10109,13488,0,11568,0
1742062969195345,23464,1983,32980,10073,12494,0,11611,0
1742062969213913,23392,2041,33221,10103,13131,0,11335,0
1742062969232481,23160,1767,32866,10103,,,,
1742062969241001,13435,0,11355,0,23089,2198,32920,10111
1742062969253281,13500,0,11578,0,23012,1944,33028,10113
1742062969265561,12030,0,10954,0,23073,1939,33135,10112
1742062969277841,12550,0,11121,0,,,,
1742062969284735,23394,2104,33384,10125,13645,0,11175,0
1742062969303023,23762,1978,33051,10121,13195,0,11845,0
1742062969321311,23005,2000,32810,10139,13678,0,11898,0
1742062969339599,23182,1654,32533,10121,,,,
1742062969348287,13449,0,11534,0,23329,1959,32613,10133
1742062969362855,13142,0,12120,0,22921,1939,32625,10110
1742062969377423,13879,0,12709,0,22738,1893,32058,10142
1742062969391991,12831,0,12029,0,,,,
1742062969399365,22506,2197,32248,10134,13751,0,12443,0
1742062969414501,22279,2488,32206,10127,12471,0,12804,0
1742062969429637,22617,2178,31749,10142,12627,0,12707,0
1742062969444773,22426,1822,31572,10121,,,,
1742062969452331,13657,0,12601,0,22361,1885,31612,10133
1742062969467179,12928,0,12599,0,22779,2010,31880,10131
1742062969482027,13063,0,13606,0,22824,2120,30994,10146
1742062969496875,12812,0,13808,0,,,,
1742062969504841,22454,2318,30758,10183,13499,0,14218,0
1742062969523985,22637,2251,30469,10211,12917,0,14519,0
1742062969543129,22659,2097,30409,10185,13027,0,14180,0
1742062969562273,22744,2004,30401,10174,,,,
1742062969570860,14061,0,14775,0,22874,2279,30223,10191
1742062969581996,13091,0,14547,0,22401,2165,30380,10195
1742062969593132,12474,0,14413,0,21660,2235,30267,10204
1742062969604268,13097,0,15137,0,,,,
1742062969610890,21417,2160,29982,10195,14295,0,14917,0
1742062969630314,22218,2210,29890,10213,12924,0,15746,0
1742062969649738,22254,2123,29708,10214,13205,0,15826,0
1742062969669162,21928,1826,29480,10187,,,,
1742062969678314,13386,0,16056,0,22637,2559,29819,10203
1742062969693170,13355,0,14943,0,22709,2137,30177,10186
1742062969708026,12976,0,14321,0,23076,2234,31005,10158
1742062969722882,13521,0,14747,0,,,,
1742062969730669,22522,2269,31029,10165,12911,0,13666,0
1742062969748381,22802,2276,31209,10146,13104,0,13742,0
1742062969766093,22233,1976,31324,10167,12742,0,13886,0
1742062969783805,22369,2093,31207,10150,,,,
1742062969791971,14061,0,14016,0,22523,1946,31015,10141
1742062969803963,13589,0,14880,0,22998,2008,31026,10150
1742062969815955,12327,0,14130,0,23245,2112,31109,10140
1742062969827947,12557,0,13678,0,,,,
1742062969834923,22973,2131,31187,10124,13774,0,13627,0
1742062969854635,22405,1960,31230,10143,12057,0,13060,0
1742062969874347,22647,1952,31635,10143,13852,0,13517,0
1742062969894059,22589,2017,31679,10152,,,,
1742062969902810,13479,0,13320,0,23175,2118,31621,10137
1742062969913666,12740,0,13429,0,23403,2152,31521,10146
1742062969924522,12639,0,13641,0,23852,2039,31633,10146
1742062969935378,12586,0,13719,0,,,,
1742062969941815,23533,1789,31373,10117,13801,0,13158,0
1742062969960671,23796,1953,31495,10142,13531,0,13369,0
1742062969979527,23652,1912,31648,10133,12685,0,13419,0
1742062969998383,23973,1961,31623,10146,,,,
1742062970007334,13339,0,13404,0,23692,2327,31716,10158
1742062970022182,12964,0,13157,0,23779,2021,31635,10136
1742062970037030,12207,0,13093,0,23888,1887,31220,10171
1742062970051878,12993,0,13838,0,,,,
1742062970059390,23528,2011,31293,10156,12944,0,13233,0
1742062970074814,24078,2337,31607,10140,13309,0,13672,0
1742062970090238,24365,2036,31568,10145,12464,0,13541,0
1742062970105662,24197,1993,31229,10149,,,,
1742062970113389,13686,0,13670,0,24161,2050,31168,10137
1742062970128813,13036,0,13207,0,23852,2113,31474,10143
1742062970144237,12251,0,12921,0,24186,2166,31213,10157
1742062970159661,13233,0,13737,0,,,,
1742062970167614,24168,2129,31024,10157,14503,0,14444,0
1742062970184750,25278,2360,30958,10155,12707,0,14227,0
1742062970201886,24685,1914,30784,10165,12705,0,13739,0
1742062970219022,23919,1845,30642,10156,,,,
1742062970227564,14428,0,14412,0,24308,2118,30373,10146
1742062970244420,13461,0,14717,0,23778,1913,30009,10163
1742062970261276,13324,0,14227,0,23813,2060,29998,10183
1742062970278132,12518,0,14559,0,,,,
1742062970286566,24037,1987,29884,10158,13711,0,14625,0
1742062970303406,25076,2451,30167,10216,12703,0,14733,0
1742062970320246,25107,2273,30344,10188,12883,0,14417,0
1742062970337086,24354,1791,30042,10181,,,,
1742062970344674,13638,0,14015,0,24415,2324,30450,10168
1742062970354666,13289,0,14054,0,24566,2069,30447,10145
1742062970364658,12596,0,14268,0,24952,2110,30331,10167
1742062970374650,12652,0,14905,0,,,,
1742062970381186,25753,2141,30075,10177,13892,0,15190,0
1742062970403474,25894,2004,29769,10167,12356,0,15062,0
1742062970425762,26025,2077,29839,10185,13594,0,14813,0
1742062970448050,26215,2135,29994,10157,,,,
1742062970457880,13899,0,14458,0,25889,2177,30419,10165
1742062970469592,12391,0,14297,0,25477,2116,30633,10144
1742062970481304,13244,0,14234,0,25577,2129,30626,10137
1742062970493016,12727,0,14031,0,,,,
1742062970499318,25142,1869,30791,10134,14167,0,14133,0
1742062970514454,26217,2279,31125,10123,12779,0,13796,0
1742062970529590,25134,1931,30489,10141,12741,0,14365,0
1742062970544726,25489,1835,30656,10134,,,,
1742062970552344,13667,0,14151,0,25144,2166,30682,10141
1742062970567768,13260,0,14000,0,25629,1930,31189,10133
1742062970583192,12841,0,13575,0,25876,2248,31274,10114
1742062970598616,12730,0,13812,0,,,,
1742062970606737,25026,1919,31152,10120,13677,0,13496,0
1742062970625305,25754,2262,31297,10132,13140,0,13664,0
1742062970643873,24993,2037,31218,10133,13896,0,14065,0
1742062970662441,25357,2013,31111,10143,,,,
1742062970670847,12424,0,13248,0,25204,2319,31047,10136
1742062970682271,13191,0,13332,0,25136,1872,31016,10130
1742062970693695,13056,0,14031,0,25001,2129,31201,10137
1742062970705119,12730,0,13659,0,,,,
1742062970711813,24208,1914,30817,10130,15173,0,13592,0
1742062970730949,24192,1930,30933,10180,13555,0,14122,0
1742062970750085,24277,1916,30992,10151,13227,0,13470,0
1742062970769221,24612,1815,30932,10126,,,,
1742062970778314,13347,0,13571,0,25240,2148,31200,10152
1742062970793450,12864,0,13550,0,24065,2010,30963,10140
1742062970808586,13118,0,13380,0,24672,1886,30935,10136
1742062970823722,12722,0,13269,0,,,,
1742062970831259,24090,2075,31193,10128,13956,0,13694,0
1742062970846115,24032,2040,31274,10135,12276,0,13187,0
1742062970860971,24136,2242,31262,10158,12003,0,13078,0
1742062970875827,24099,1875,31138,10161,,,,
1742062970883791,13982,0,13382,0,23855,1939,30997,10126
1742062970902935,13768,0,13659,0,23869,2042,30985,10139
1742062970922079,12312,0,13569,0,24122,1915,30671,10170
1742062970941223,12778,0,13448,0,,,,
1742062970950295,24188,2130,31072,10159,13278,0,12737,0
1742062970965439,24456,2205,31217,10189,11863,0,12117,0
1742062970980583,23503,2022,31178,10143,13331,0,13947,0
1742062970995727,23764,2107,30596,10161,,,,
1742062971002849,14287,0,14279,0,23258,2097,30323,10176
1742062971014273,13566,0,14307,0,22997,1808,30172,10178
1742062971025697,12731,0,14371,0,23271,2235,30394,10154
1742062971037121,12674,0,14217,0,,,,
1742062971043707,23426,1917,30613,10158,14578,0,14073,0
1742062971061987,23655,1928,30506,10196,13146,0,13858,0
1742062971080267,22772,1858,30828,10154,13586,0,13565,0
1742062971098547,22653,1974,31298,10123,,,,
1742062971107422,13468,0,13415,0,23132,2085,31272,10123
1742062971123414,13149,0,13613,0,23107,1952,30945,10142
1742062971139406,12818,0,14235,0,23806,2173,30975,10141
1742062971155398,13328,0,14460,0,,,,
1742062971163255,23653,1956,30786,10139,13855,0,14420,0
1742062971178111,24965,2468,31544,10150,12936,0,13923,0
1742062971192967,23735,1910,31643,10137,12508,0,13128,0
1742062971207823,23102,1820,31945,10118,,,,
1742062971215287,14497,0,13403,0,23095,2391,31931,10133
1742062971230319,13799,0,13554,0,23045,1922,31881,10140
1742062971245351,12620,0,13161,0,23620,2410,32119,10115
1742062971260383,12772,0,13437,0,,,,
1742062971268345,23022,2038,31718,10141,13550,0,13564,0
1742062971286937,22901,1933,31660,10143,12534,0,13744,0
1742062971305529,23462,2224,31833,10138,12791,0,14000,0
1742062971324121,23468,2134,31980,10127,,,,
1742062971332469,13763,0,13866,0,22942,2334,32277,10115
1742062971343301,13064,0,13507,0,23447,2064,32460,10129
1742062971354133,12496,0,12963,0,22953,1987,32589,10078
1742062971364965,12762,0,13167,0,,,,
1742062971371438,23144,2166,32595,10109,14005,0,12771,0
1742062971390574,23529,1947,32452,10153,12394,0,13295,0
1742062971409710,23021,1984,32323,10135,12913,0,13378,0
1742062971428846,23427,1974,32490,10106,,,,
1742062971437881,13098,0,13499,0,22702,2355,32278,10133
1742062971452737,12967,0,13777,0,22738,2076,32397,10098
1742062971467593,12614,0,13300,0,22642,2104,32581,10102
1742062971482449,13365,0,13647,0,,,,
1742062971489939,22785,2157,32617,10125,13897,0,13109,0
1742062971505075,23101,2022,32435,10116,13647,0,13387,0
1742062971520211,22652,2089,32399,10115,12974,0,13795,0
1742062971535347,22682,2151,32394,10110,,,,
1742062971542941,13899,0,13656,0,22259,1972,32425,10106
1742062971558077,13468,0,13548,0,22732,1821,32337,10105
1742062971573213,12454,0,13435,0,23017,1708,32124,10121
1742062971588349,13320,0,13727,0,,,,
1742062971596383,22952,2018,32355,10116,13052,0,13450,0
1742062971615239,23391,2016,32360,10125,12494,0,13076,0
1742062971634095,23384,2407,32801,10099,13734,0,12969,0
1742062971652951,22970,2086,32648,10112,,,,
1742062971661440,13595,0,12355,0,23043,2192,32570,10110
1742062971672600,13115,0,12629,0,22940,2305,32375,10123
1742062971683760,12779,0,12100,0,22603,1990,32368,10095
1742062971694920,12740,0,11828,0,,,,
1742062971701748,23190,2268,33012,10092,15174,0,11741,0
1742062971722868,22964,1771,32617,10117,12587,0,12190,0
1742062971743988,22819,2069,31927,10116,13174,0,12514,0
1742062971765108,22973,2195,32107,10109,,,,
1742062971774660,13769,0,12549,0,23395,2014,31940,10131
1742062971787508,13333,0,12451,0,23275,1826,32052,10110
1742062971800356,12892,0,12505,0,23987,2184,32500,10127
1742062971813204,12843,0,12143,0,,,,
1742062971820046,23739,1932,32141,10122,14248,0,11706,0
1742062971836038,23797,2056,32348,10147,12802,0,12129,0
1742062971852030,22788,2043,32323,10118,13206,0,11955,0
1742062971868022,23523,1990,32464,10102,,,,
1742062971876140,13624,0,12524,0,24220,2173,32405,10116
1742062971892996,12656,0,12600,0,24797,2347,32643,10114
1742062971909852,13833,0,12875,0,25293,1837,31871,10110
1742062971926708,12452,0,12597,0,,,,
1742062971934743,25453,2040,32226,10087,14086,0,12795,0
1742062971948455,26522,2172,32608,10084,12826,0,12108,0
1742062971962167,25216,1773,32670,10081,12983,0,12012,0
1742062971975879,25228,1768,32995,10067,,,,
1742062971982852,14245,0,11627,0,25074,2073,33397,10067
1742062971997420,12851,0,11037,0,24528,1814,33595,10055
1742062972011988,13117,0,11175,0,25348,2111,33703,10065
1742062972026556,12967,0,12045,0,,,,
1742062972034520,25331,2196,33569,10065,13441,0,11762,0
1742062972054520,25772,2249,33430,10100,13385,0,12248,0
1742062972074520,26378,2042,33412,10061,12714,0,11939,0
1742062972094520,26258,1773,33594,10082,,,,
1742062972103293,14172,0,12029,0,26444,2061,33366,10075
1742062972113285,12986,0,11647,0,26148,1861,33367,10075
1742062972123277,12471,0,12315,0,26461,2101,33138,10085
1742062972133269,12810,0,12925,0,,,,
1742062972139415,26361,1985,32585,10068,13669,0,13025,0
1742062972158559,26365,1665,32034,10144,12545,0,13248,0
1742062972177703,26304,1907,32354,10074,13189,0,12894,0
1742062972196847,26204,2080,32696,10073,,,,
1742062972206072,13772,0,12670,0,26085,1838,32611,10101
1742062972222352,12562,0,12349,0,25926,1908,33216,10088
1742062972238632,13020,0,11940,0,25976,1945,33148,10062
1742062972254912,12834,0,12029,0,,,,
1742062972262772,26233,2035,33450,10050,13647,0,11987,0
1742062972276772,25962,1741,33027,10078,12802,0,12096,0
1742062972290772,26632,2310,33157,10088,12667,0,12470,0
1742062972304772,27075,2142,33066,10083,,,,
1742062972311890,14171,0,12352,0,27085,2232,32988,10090
1742062972326746,13403,0,12186,0,26310,1842,33089,10077
1742062972341602,13220,0,11820,0,26330,1966,32876,10061
1742062972356458,12409,0,11796,0,,,,
1742062972364440,26571,2084,33222,10082,13347,0,11735,0
1742062972383576,26798,1726,33111,10092,13444,9,12225,0
1742062972402712,27257,2056,32979,10078,12864,0,12627,0
1742062972421848,26715,1710,32450,10086,,,,
1742062972430468,12965,0,11978,0,26789,1818,32581,10094
1742062972441892,13306,0,12114,0,26979,1910,32751,10073
1742062972453316,12343,0,11509,0,27007,2108,33028,10105
1742062972464740,12996,0,12585,0,,,,
1742062972471401,26957,1993,32344,10096,14123,0,12329,0
1742062972490257,26939,2308,32385,10135,12399,0,12166,0
1742062972509113,26456,2025,32291,10102,13687,0,12537,0
1742062972527969,26593,1853,32127,10101,,,,
1742062972536901,13496,0,12289,0,26830,2148,32538,10107
1742062972551757,12631,0,11802,0,26892,2318,32847,10095
1742062972566613,12473,0,11266,0,27070,2120,33062,10069
1742062972581469,12030,0,10584,0,,,,
1742062972588900,26963,2324,33491,10048,13683,0,10740,0
1742062972603756,26887,1664,33228,10058,12903,0,10997,0
1742062972618612,27330,2073,33355,10082,12778,0,11429,0
1742062972633468,27726,2076,33559,10072,,,,
1742062972640954,13908,0,10993,0,27631,1780,33220,10046
1742062972656090,12463,0,10843,0,27556,1836,33694,10050
1742062972671226,13274,0,10777,0,27739,2101,34189,10043
1742062972686362,12613,0,10049,0,,,,
1742062972694434,27369,2039,34536,10038,13613,0,10165,0
1742062972713578,27360,1890,34393,10028,12404,0,9790,0
1742062972732722,27589,2072,34902,10023,13100,0,9520,0
1742062972751866,26979,1847,35122,10030,,,,
1742062972760517,13242,0,9636,0,26875,2126,34899,9991
1742062972772229,12636,0,9473,0,26805,1970,35095,10010
1742062972783941,12504,0,9256,0,26672,1914,34982,10045
1742062972795653,12737,0,9383,0,,,,
1742062972802494,26609,1865,35441,10032,13918,0,8556,0
1742062972821926,26736,1579,35324,10021,12541,0,8888,0
1742062972841358,26182,1858,35321,10024,13096,0,8730,0
1742062972860790,25583,1692,35532,10017,,,,
1742062972869959,14192,0,9050,0,26685,1969,35732,10030
1742062972884807,12639,0,8774,0,26391,2192,35880,10009
1742062972899655,13309,0,9164,0,26766,1809,35535,9989
1742062972914503,12058,0,8726,0,,,,
1742062972922002,26393,1819,35413,9996,14310,0,8896,0
1742062972937338,26237,1894,35273,10025,12542,0,9134,0
1742062972952674,26056,1836,35296,10014,12568,0,9279,0
1742062972968010,25753,1734,35167,10024,,,,
1742062972975594,13711,0,9339,0,26245,1926,35041,10024
1742062972990162,13214,0,9473,0,25434,1947,34884,10029
1742062973004730,13004,0,9942,0,26025,2098,34845,10028
1742062973019298,12639,0,10284,0,,,,
1742062973027091,25160,1639,34236,10045,13495,0,10504,0
1742062973045659,25575,1822,34363,10068,12813,0,10365,0
1742062973064227,25401,1999,34228,10040,13055,0,10469,0
1742062973082795,25394,1927,34236,10051,,,,
1742062973091427,13578,0,10807,0,25831,2088,34098,10047
1742062973104563,13284,0,10487,0,25256,1717,34003,10032
1742062973117699,12166,0,11185,0,25453,2020,33378,10066
1742062973130835,12082,0,10984,0,,,,
1742062973138070,25810,2029,33446,10069,14419,0,11046,0
1742062973156350,26221,1757,33525,10091,13132,0,11809,0
1742062973174630,25540,2134,33258,10075,13612,0,12421,0
1742062973192910,25456,2047,32856,10091,,,,
1742062973201565,13368,0,12161,0,25697,2222,32922,10077
1742062973215845,12620,0,11988,0,25321,2217,32923,10059
1742062973230125,13111,0,12390,0,26190,2240,33039,10076
1742062973244405,12774,0,12200,0,,,,
1742062973251702,25465,2279,33286,10081,14296,0,12083,0
1742062973267126,25740,1776,33176,10091,13261,0,11564,0
1742062973282550,25297,1976,33588,10081,12959,0,11680,0
1742062973297974,25407,1889,33739,10054,,,,
1742062973305513,13560,0,11726,0,25338,1808,33421,10073
