1746808800670186,16396,8783,0,3227
1746808800670186,30399,15695,0,4429
1746808800670186,16404,8779,0,3213
1746808800670186,30435,15706,0,4475
1746808800670186,16414,8777,0,3216
1746808800670186,30412,15705,0,4464
1746808800670186,16408,8783,0,3227
1746808810751097,30419,15708,0,4468
1746808851074637,16203,8684,2,3265
1746808891398177,30033,15501,0,4582
1746808931721717,16187,8657,3,3230
1746808972045257,30109,15564,0,4672
1746809012368797,16211,8674,5,3275
1746809052692337,30040,15516,0,4588
1746809082935780,16183,8661,0,3255
1746809082938928,30050,15535,0,4638
1746809082942076,16202,8687,8,3289
1746809082945224,30014,15508,0,4603
1746809082948372,16198,8679,1,3263
1746809082951520,30018,15496,0,4592
1746809082954668,16190,8649,6,3246
1746809082958956,29989,15477,0,4522
1746809082966600,16195,8676,5,3269
1746809082974244,30049,15528,0,4617
1746809082981888,16187,8665,0,3236
1746809082989532,29986,15465,0,4523
1746809082997176,16201,8691,1,3285
1746809083004820,29992,15469,0,4524
1746809083010598,16192,8669,0,3252
1746809083010742,30006,15495,0,4572
1746809083010886,16191,8676,1,3253
1746809083011030,30046,15546,0,4647
1746809083011174,16187,8673,3,3248
1746809083011318,29926,15412,0,4428
1746809083011462,16214,8691,3,3279
1746809083016145,29997,15474,0,4548
1746809083034341,16217,8688,4,3277
1746809083052537,29986,15460,0,4477
1746809083070733,16204,8683,1,3282
1746809083088929,30015,15483,0,4559
1746809083107125,16195,8673,0,3268
1746809083125321,30010,15500,0,4574
1746809083138968,16191,8687,0,3276
1746809083138968,30027,15519,0,4601
1746809083138968,16178,8668,4,3251
1746809083138968,30014,15504,0,4589
1746809083138968,16184,8665,3,3250
1746809083138968,29999,15492,0,4556
1746809083138968,16212,8687,8,3284
1746809083141883,30013,15499,0,4592
1746809083153539,16200,8668,0,3269
1746809083165195,29968,15459,0,4527
1746809083176851,16183,8668,4,3244
1746809083188507,29995,15484,0,4534
1746809083200163,16168,8657,1,3221
1746809083211819,30018,15499,0,4581
1746809083225115,16199,8679,0,3267
1746809083243275,30030,15517,0,4607
1746809083261435,16184,8655,0,3245
1746809083279595,29938,15432,0,4464
1746809083297755,16190,8674,1,3271
1746809083315915,29998,15479,0,4557
1746809083334075,16208,8673,3,3276
1746809083347736,30003,15485,0,4548
1746809083347880,16198,8666,6,3270
1746809083348024,30056,15521,0,4614
1746809083348168,16214,8686,11,3280
1746809083348312,30002,15454,0,4509
1746809083348456,16202,8669,2,3260
1746809083348600,29986,15452,0,4511
1746809083348708,16199,8674,1,3268
1746809083348708,30022,15484,0,4562
1746809083348708,16200,8668,1,3263
1746809083348708,30002,15476,0,4546
1746809083348708,16194,8672,2,3280
1746809083348708,30061,15542,0,4665
1746809083348708,16207,8684,5,3296
1746809083351811,30023,15493,0,4569
1746809083364147,16198,8686,2,3261
1746809083376483,30047,15512,0,4611
1746809083388819,16207,8677,2,3269
1746809083401155,29993,15468,0,4539
1746809083413491,16197,8665,0,3247
1746809083425827,30005,15474,0,4540
1746809083438467,16218,8679,5,3285
1746809083452003,30017,15486,0,4559
1746809083465539,16205,8680,2,3268
1746809083479075,30002,15493,0,4550
1746809083492611,16195,8668,0,3268
1746809083506147,30009,15474,0,4554
1746809083519683,16197,8676,1,3262
1746809083529835,29997,15464,0,4525
1746809083529835,16201,8668,4,3262
1746809083529835,30019,15506,0,4594
1746809083529835,16203,8671,7,3281
1746809083529835,29996,15470,0,4539
1746809083529835,16192,8656,1,3255
1746809083529835,30005,15489,0,4552
1746809083533959,16222,8701,10,3291
1746809083550407,30034,15508,0,4570
1746809083566855,16193,8660,0,3247
1746809083583303,30036,15488,0,4579
1746809083599751,16208,8677,8,3284
1746809083616199,29976,15453,0,4517
1746809083632647,16210,8683,0,3271
1746809083645039,30013,15485,0,4555
1746809083645179,16203,8695,0,3289
1746809083645319,30018,15498,0,4566
1746809083645459,16198,8684,0,3271
1746809083645599,30019,15513,0,4623
1746809083645739,16200,8675,2,3266
1746809083645879,29988,15458,0,4520
1746809083646614,16192,8671,0,3265
1746809083649126,30023,15492,0,4559
1746809083651638,16187,8674,0,3257
1746809083654150,30051,15517,0,4605
1746809083656662,16206,8680,3,3271
1746809083659174,30021,15507,0,4624
1746809083661686,16212,8691,2,3289
1746809083667455,30024,15503,0,4576
1746809083682967,16192,8673,0,3255
1746809083698479,30039,15511,0,4590
1746809083713991,16206,8684,0,3258
1746809083729503,30000,15467,0,4518
1746809083745015,16208,8698,3,3276
1746809083760527,30009,15484,0,4542
1746809083774306,16202,8684,6,3279
1746809083782806,29991,15440,0,4457
1746809083791306,16197,8668,4,3274
1746809083799806,30006,15483,0,4559
1746809083808306,16209,8682,2,3283
1746809083816806,30057,15521,0,4598
1746809083825306,16197,8682,3,3273
1746809083832930,30065,15542,0,4634
1746809083837906,16191,8685,3,3261
1746809083842882,29993,15484,0,4552
1746809083847858,16202,8683,3,3267
1746809083852834,29998,15488,0,4544
1746809083857810,16204,8682,7,3280
1746809083862786,29988,15473,0,4514
1746809083868968,16207,8686,2,3283
1746809083878724,30037,15486,0,4568
1746809083888480,16204,8681,6,3265
1746809083898236,30020,15485,0,4569
1746809083907992,16185,8671,5,3264
1746809083917748,30069,15531,0,4641
1746809083927504,16212,8676,1,3275
1746809083935096,29993,15481,0,4522
1746809083936092,16202,8678,0,3258
1746809083937088,30041,15494,0,4574
1746809083938084,16213,8690,3,3276
1746809083939080,30037,15508,0,4572
1746809083940076,16184,8674,1,3257
1746809083941072,30013,15485,0,4548
1746809083945161,16212,8685,1,3271
1746809083958449,30016,15487,0,4521
1746809083971737,16199,8673,0,3263
1746809083985025,29983,15454,0,4490
1746809083998313,16176,8659,0,3233
1746809084011601,30031,15499,0,4597
1746809084024889,16207,8678,2,3264
1746809084035756,30021,15514,0,4603
1746809084039332,16197,8691,1,3280
1746809084042908,30026,15505,0,4611
1746809084046484,16192,8670,1,3265
1746809084050060,30018,15500,0,4572
1746809084053636,16196,8678,8,3276
1746809084057212,30020,15497,0,4579
1746809084064037,16185,8676,1,3273
1746809084080561,30028,15496,0,4554
1746809084097085,16213,8681,0,3272
1746809084113609,30031,15486,0,4538
1746809084130133,16215,8693,5,3290
1746809084146657,30019,15489,0,4545
1746809084163181,16197,8691,3,3272
1746809084175729,30019,15500,0,4554
1746809084176321,16217,8677,2,3275
1746809084176913,30029,15506,0,4581
1746809084177505,16204,8682,0,3259
1746809084178097,30053,15514,0,4601
1746809084178689,16213,8677,4,3282
1746809084179281,30034,15488,0,4583
1746809084181914,16189,8674,0,3252
1746809084190646,29976,15442,0,4471
1746809084199378,16189,8670,0,3272
1746809084208110,30062,15529,0,4629
1746809084216842,16201,8676,0,3265
1746809084225574,29995,15466,0,4495
1746809084234306,16217,8685,4,3285
1746809084242224,30003,15471,0,4532
1746809084247664,16199,8677,0,3267
1746809084253104,30064,15545,0,4643
1746809084258544,16195,8681,2,3254
1746809084263984,30021,15518,0,4604
1746809084269424,16188,8678,0,3262
1746809084274864,30029,15512,0,4586
1746809084281224,16192,8670,2,3264
1746809084290324,30027,15497,0,4551
1746809084299424,16205,8678,3,3263
1746809084308524,30024,15498,0,4583
1746809084317624,16194,8673,0,3273
1746809084326724,29977,15461,0,4548
1746809084335824,16186,8672,1,3261
1746809084346311,29993,15459,0,4521
1746809084360915,16197,8686,0,3262
1746809084375519,30018,15491,0,4572
1746809084390123,16211,8683,1,3263
1746809084404727,30070,15521,0,4616
1746809084419331,16204,8676,0,3269
1746809084433935,30029,15505,0,4598
1746809084444888,16200,8664,3,3256
1746809084444888,30056,15528,0,4641
1746809084444888,16202,8671,2,3270
1746809084444888,30044,15487,0,4592
1746809084444888,16207,8676,2,3284
1746809084444888,30054,15524,0,4617
1746809084444888,16196,8684,0,3265
1746809084448641,30013,15487,0,4570
1746809084463645,16197,8678,2,3274
1746809084478649,30013,15504,0,4584
1746809084493653,16192,8686,3,3288
1746809084508657,29993,15498,0,4557
1746809084523661,16192,8670,6,3261
1746809084538665,30057,15545,0,4663
1746809084549918,16204,8684,2,3275
1746809084549918,30019,15478,0,4528
1746809084549918,16183,8663,0,3250
1746809084549918,30000,15446,0,4514
1746809084549918,16186,8664,1,3264
1746809084549918,30069,15531,0,4660
1746809084549918,16190,8663,0,3259
1746809084553730,29976,15461,0,4512
1746809084568914,16202,8689,4,3284
1746809084584098,30012,15496,0,4596
1746809084599282,16206,8683,2,3276
1746809084614466,30034,15495,0,4574
1746809084629650,16203,8677,4,3272
1746809084644834,30022,15494,0,4569
1746809084656222,16205,8671,2,3273
1746809084656222,30021,15490,0,4570
1746809084656222,16202,8685,5,3272
1746809084656222,30017,15492,0,4574
1746809084656222,16195,8677,6,3265
1746809084656222,29974,15463,0,4494
1746809084656222,16196,8661,0,3252
1746809084660475,30028,15511,0,4612
1746809084677475,16194,8680,3,3279
1746809084694475,30021,15511,0,4591
1746809084711475,16190,8687,3,3274
1746809084728475,30014,15496,0,4605
1746809084745475,16194,8671,8,3253
1746809084762475,29991,15478,0,4539
1746809084775814,16209,8675,5,3271
1746809084778126,30067,15521,0,4641
1746809084780438,16202,8679,0,3262
1746809084782750,30011,15499,0,4561
1746809084785062,16191,8674,0,3247
1746809084787374,30003,15487,0,4555
1746809084789686,16202,8683,0,3278
1746809084793696,30016,15511,0,4557
1746809084802744,16204,8682,0,3268
1746809084811792,30042,15502,0,4591
1746809084820840,16195,8659,0,3237
1746809084829888,30028,15482,0,4561
1746809084838936,16198,8675,0,3265
1746809084847984,30054,15516,0,4618
1746809084856025,16198,8677,2,3279
1746809084860961,30051,15509,0,4608
1746809084865897,16202,8665,2,3270
1746809084870833,30039,15509,0,4589
1746809084875769,16216,8681,8,3286
1746809084880705,30064,15520,0,4610
1746809084885641,16202,8682,2,3266
1746809084892019,30020,15483,0,4555
1746809084902655,16212,8688,0,3276
1746809084913291,30048,15526,0,4609
1746809084923927,16214,8683,1,3277
1746809084934563,30066,15550,0,4659
1746809084945199,16199,8680,2,3263
1746809084955835,30015,15491,0,4566
1746809084964922,16202,8671,6,3279
1746809084969322,29992,15455,0,4507
1746809084973722,16170,8661,1,3237
1746809084978122,29968,15428,0,4446
1746809084982522,16203,8674,1,3272
1746809084986922,30057,15517,0,4611
1746809084991322,16180,8657,0,3237
1746809084996971,30024,15484,0,4573
1746809085006351,16214,8675,0,3271
1746809085015731,30049,15505,0,4580
1746809085025111,16217,8684,6,3294
1746809085034491,30043,15505,0,4614
1746809085043871,16203,8667,0,3275
1746809085053251,30017,15469,0,4514
1746809085063943,16206,8680,6,3267
1746809085078499,29976,15449,0,4486
1746809085093055,16205,8680,0,3265
1746809085107611,30039,15497,0,4567
1746809085122167,16207,8686,2,3282
1746809085136723,30011,15491,0,4572
1746809085151279,16195,8679,5,3273
1746809085162196,29988,15475,0,4510
1746809085162196,16211,8679,0,3278
1746809085162196,30013,15488,0,4574
1746809085162196,16217,8691,4,3293
1746809085162196,30035,15500,0,4595
1746809085162196,16193,8666,0,3251
1746809085162196,30008,15469,0,4539
1746809085163586,16194,8669,0,3265
1746809085169074,30006,15467,0,4535
1746809085174562,16207,8668,0,3265
1746809085180050,29990,15479,0,4554
1746809085185538,16196,8676,0,3267
1746809085191026,30009,15471,0,4549
1746809085196514,16200,8674,0,3266
1746809085204370,30040,15509,0,4597
1746809085219282,16185,8656,0,3237
1746809085234194,29997,15453,0,4499
1746809085249106,16203,8676,0,3262
1746809085264018,30043,15505,0,4612
1746809085278930,16201,8680,0,3272
1746809085293842,29980,15451,0,4510
1746809085307245,16196,8665,0,3267
1746809085316109,30022,15477,0,4549
1746809085324973,16215,8686,3,3283
1746809085333837,30031,15481,0,4551
1746809085342701,16194,8664,0,3249
1746809085351565,30037,15493,0,4559
1746809085360429,16220,8695,2,3290
1746809085367704,30021,15501,0,4566
1746809085370132,16202,8672,1,3267
1746809085372560,30032,15496,0,4572
1746809085374988,16201,8663,2,3256
1746809085377416,30043,15508,0,4603
1746809085379844,16208,8679,4,3269
1746809085382272,30007,15484,0,4539
1746809085387101,16197,8662,2,3263
1746809085399133,30018,15460,0,4555
1746809085411165,16205,8682,3,3268
1746809085423197,29982,15440,0,4502
1746809085435229,16218,8677,1,3285
1746809085447261,30068,15531,0,4640
1746809085459293,16207,8678,1,3278
1746809085468971,30040,15503,0,4570
1746809085471483,16210,8680,5,3276
1746809085473995,29966,15431,0,4468
1746809085476507,16201,8669,5,3259
1746809085479019,30057,15518,0,4566
1746809085481531,16203,8674,1,3260
1746809085484043,30075,15525,0,4612
1746809085489172,16204,8669,3,3266
1746809085502128,30068,15521,0,4636
1746809085515084,16197,8672,0,3261
1746809085528040,30060,15510,0,4616
1746809085540996,16213,8687,2,3282
1746809085553952,30023,15494,0,4581
1746809085566908,16199,8667,0,3249
1746809085577140,16205,8674,7,3281
1746809085579140,30043,15500,0,4575
1746809085581140,16202,8678,2,3274
1746809085583140,30037,15484,0,4569
1746809085585140,16195,8668,0,3263
1746809085587140,29998,15477,0,4558
1746809085589140,16185,8651,0,3239
1746809085612792,30032,15493,0,4590
1746809085701340,16206,8679,3,3265
1746809085789888,29954,15413,0,4430
1746809085878436,16211,8662,0,3264
1746809085966984,30020,15469,0,4544
1746809086055532,16188,8676,4,3267
1746809086144080,30000,15464,0,4512
1746809086210535,16184,8660,0,3231
1746809086210679,29988,15457,0,4485
1746809086210823,16187,8670,1,3263
1746809086210967,30037,15504,0,4585
1746809086211111,16195,8680,0,3275
1746809086211255,30004,15485,0,4549
1746809086211399,16186,8675,3,3259
1746809086211507,29970,15468,0,4521
1746809086211507,16199,8693,4,3277
1746809086211507,30016,15490,0,4564
