Timestamp,Reg1,Reg2,Reg3,Reg4,Reg5,Reg6,Reg7,Reg8
1741883323.4950495,0,0,0,0,93586805,56820561,34210306,99223006
1741883323.503044,0,0,0,0,94504325,57738070,35979778,100271582
1741883323.503044,0,0,0,0,94504325,57738070,35979778,100271582
1741883323.5050418,0,0,0,0,94504325,57738070,35979778,100271582
1741883323.5050418,0,0,0,0,94504332,57738081,35979785,100271600
1741883323.5122075,0,0,0,0,92669324,56230753,33423881,99288560
1741883323.5212107,0,0,0,0,92669324,56230753,33423881,99288560
1741883323.5338295,0,0,0,0,92669324,56230753,33423881,99288560
1741883323.5507505,0,0,0,0,92669294,56230732,33423856,99288527
1741883323.5537539,0,0,0,0,91293038,55313228,32571888,97846735
1741883323.562027,0,0,0,0,91293038,55313228,32571888,97846735
1741883323.5711708,0,0,0,0,91293038,55313228,32571888,97846735
1741883323.6155515,0,0,0,0,91293078,55313246,34341378,99288552
1741883323.619548,0,0,0,0,93062550,56755038,34341378,99288552
1741883323.6215513,0,0,0,0,93062550,56755038,34341378,99288552
1741883323.6235495,0,0,0,0,93062550,56755038,34341378,99288552
1741883323.6825366,0,0,0,0,93062566,56361840,34275860,98633219
1741883323.6835408,0,0,0,0,92931494,56361840,34275860,98633219
1741883323.6835408,0,0,0,0,92931494,56361840,34275860,98633219
1741883323.6835408,0,0,0,0,92931494,56361840,34275860,98633219
1741883323.6835408,0,0,0,0,93980063,56951661,34865692,99485169
1741883323.6835408,0,0,0,0,93980063,56951661,34865692,99485169
1741883323.6855366,0,0,0,0,93980063,56951661,34865692,99485169
1741883323.6915321,0,0,0,0,93980063,56951661,34865692,99485169
1741883323.7104053,0,0,0,0,96142765,58983288,36569631,101647866
1741883323.7417328,0,0,0,0,96142765,58983288,36569631,101647866
1741883323.7427425,0,0,0,0,96142765,58983288,36569631,101647866
1741883323.7437377,0,0,0,0,96142765,58983288,36569631,101647866
1741883323.7467706,0,0,0,0,93455770,56623976,33882650,98829810
1741883323.754767,0,0,0,0,93455770,56623976,33882650,98829810
1741883323.7617729,0,0,0,0,93455770,56623976,33882650,98829810
1741883323.7764914,0,0,0,0,93455770,56623976,33882650,98829797
1741883323.7857566,0,0,0,0,94373258,57475938,35127823,100074981
1741883323.8025506,0,0,0,0,94373258,57475938,35127823,100074981
1741883323.8025506,0,0,0,0,94373258,57475938,35127823,100074981
1741883323.8647158,0,0,0,0,94373276,57475945,35127830,100075007
1741883323.8647158,0,0,0,0,94635420,57541481,34734614,100533759
1741883323.8647158,0,0,0,0,94635420,57541481,34734614,100533759
1741883323.8647158,0,0,0,0,94635420,57541481,34734614,100533759
1741883323.8647158,0,0,0,0,94635404,57541470,34734601,100533731
1741883323.8737156,0,0,0,0,90703244,55509854,33096201,97191395
1741883323.878726,0,0,0,0,90703244,55509854,33096201,97191395
1741883323.8847196,0,0,0,0,90703244,55509854,33096201,97191395
1741883323.963246,0,0,0,0,90703244,55509860,33096207,97191404
1741883323.963246,0,0,0,0,92472716,55837540,33882639,98633196
1741883323.963246,0,0,0,0,92472716,55837540,33882639,98633196
1741883323.963246,0,0,0,0,92472716,55837540,33882639,98633196
1741883323.963246,0,0,0,0,92472711,55837538,33882639,98895338
1741883323.963246,0,0,0,0,92734855,55903074,34406927,98895338
1741883323.963246,0,0,0,0,92734855,55903074,34406927,98895338
1741883323.963246,0,0,0,0,92734855,55903074,34406927,98895338
1741883323.9752436,0,0,0,0,92734865,57607014,34734606,99812852
