Timestamp,Reg1,Reg2,Reg3,Reg4,Reg5,Reg6,Reg7,Reg8,Reg9,Reg10,Reg11,Reg12
1273173,308089437,308351585,286658838,196021167,4294901760,3740860416,966197248,2405302272,4289746273,2285305,14743,36702
1273292,308089594,308351706,286658951,196021281,4294901760,3740860416,966197248,2405302272,4289766647,2231666,23455,45270
1282049,318378746,316281562,294064519,203492385,4294901760,4294901760,1537146880,2966814720,4289766647,2231666,23455,45270
1286103,318378746,316281562,294064519,203492385,4294901760,4294901760,1537146880,2966814720,4289766647,2231666,23455,45270
1290217,318378746,316281562,294064519,203492385,4294901760,4294901760,1537146880,2966814720,4289766647,2231666,23455,45270
1295142,318378746,316281562,294064519,203492385,4294901760,4294901760,1537146880,2966814720,4289766647,2231666,23455,45270
1301167,318378746,316281562,294064519,203492385,4294901760,4294901760,1537146880,2966814720,4289766647,2231666,23455,45442
1306970,321262374,318313209,293736834,202968089,4294901760,4294901760,1547698176,2978086912,4294944582,331415,23616,45442
1312947,321262374,318313209,293736834,202968089,4294901760,4294901760,1547698176,2978086912,4294944582,331415,23616,45442
1319671,321262374,318313209,293736834,202968089,4294901760,4294901760,1547698176,2978086912,4294944582,331415,23616,45442
1325677,321262374,318313209,293736834,202968089,4294901760,4294901760,1547698176,2978086912,4294944582,331415,23616,45442
1330920,321262374,318313209,293736834,202968089,4294901760,4294901760,1547698176,2978086912,4294944582,331415,23616,45442
1339953,321262318,318313164,293736844,202968089,4294901760,4294901760,1329790976,2763849728,4294412743,392429,20291,42173
1345779,317592302,315364044,294392204,202968089,4294901760,4243390464,1329790976,2763849728,4294412743,392429,20291,42173
1353616,317592302,315364044,294392204,202968089,4294901760,4243390464,1329790976,2763849728,4294412743,392429,20291,42173
1355696,317592302,315364044,294392204,202968089,4294901760,4243390464,1329790976,2763849728,4294412743,392429,20291,42173
1364611,317592302,315364044,294392204,202968089,4294901760,4243390464,1329790976,2763849728,4294412743,392429,20291,42173
1369347,317592302,315364044,294392204,202968089,4294901760,4243390464,1329790976,2763849728,4294420515,331673,23772,45589
1377446,330044332,322900799,299045331,207162457,4294901760,4294901760,1557921792,2987720704,4294944803,528281,23772,45589
1378114,330044332,322900799,299045331,207162457,4294901760,4294901760,1557921792,2987720704,4294944803,528281,23772,45589
1384407,330044332,322900799,299045331,207162457,4294901760,4294901760,1557921792,2987720704,4294944803,528281,23772,45589
1390248,330044332,322900799,299045331,207162457,4294901760,4294901760,1557921792,2987720704,4294944803,528281,23772,45589
1396097,330044332,322900799,299045331,207162457,4294901760,4294901760,1557921792,2987720704,4294944803,528281,23772,45589
1402148,322245429,318575357,293802371,202705941,4294901760,3939237888,1111818240,2537095168,4292438521,584396,16965,38713
1407874,322245429,318575357,293802371,202705941,4294901760,3939237888,1111818240,2537095168,4292438521,584396,16965,38713
1413875,322245429,318575357,293802371,202705941,4294901760,3939237888,1111818240,2537095168,4292438521,584396,16965,38713
1419738,322245429,318575357,293802371,202705941,4294901760,3939237888,1111818240,2537095168,4292438521,584396,16965,38713
1427907,322245429,318575357,293802371,202705941,4294901760,3939237888,1111818240,2537095168,4292438521,584396,16965,38713
1432640,322245361,318575318,293802359,202705904,4294901760,3939237888,1111818240,2537095168,4292452857,527258,22757,44616
1437938,317788913,316019414,293015927,200281072,4294901760,4294901760,1491402752,2923954176,4292452857,527258,22757,44616
1444173,317788913,316019414,293015927,200281072,4294901760,4294901760,1491402752,2923954176,4292452857,527258,22757,44616
1455870,317788913,316019414,293015927,200281072,4294901760,4294901760,1491402752,2923954176,4292452857,527258,22757,44616
1456493,317788913,316019414,293015927,200281072,4294901760,4294901760,1491402752,2923954176,4292452857,527258,22757,44616
