1742110757670706,6265,0,41500,0,17184,0,31063,5210
1742110757670706,5840,0,40752,0,14684,0,27828,5017
1742110757670706,4044,0,41304,0,16285,0,30677,5204
1742110757670706,4935,0,41121,0,,,,
1742110757672479,16999,0,30435,5169,5952,0,40670,0
1742110757686471,14781,0,28475,5058,3381,0,40371,0
1742110757700463,16411,0,30089,5141,5314,0,41746,0
1742110757714455,14495,0,28966,5155,,,,
1742110757721146,6643,0,42009,0,17981,33,31875,5234
1742110757732570,5132,0,41170,0,15541,0,29306,5130
1742110757743994,4020,0,42031,0,16334,16,30653,5219
1742110757755418,3161,0,40645,0,,,,
1742110757762259,14321,0,28278,5114,8237,0,41873,0
1742110757782539,15525,0,30326,5251,4171,0,41836,0
1742110757802819,16821,0,31450,5263,4764,0,41622,0
1742110757823099,13807,0,27908,5145,,,,
1742110757832394,5610,0,41870,0,16336,0,30834,5267
1742110757845818,5295,0,42008,0,12715,0,27407,5109
1742110757859242,5794,0,42963,0,15681,0,31088,5274
1742110757872666,3552,0,42223,0,,,,
1742110757879757,14983,0,30168,5240,6812,0,42530,0
1742110757896037,13958,0,28942,5149,5424,0,42271,0
1742110757912317,14110,5,29266,5164,3479,0,42434,0
1742110757928597,12768,0,28863,5228,,,,
1742110757936546,6782,0,42599,0,15844,17,31454,5273
1742110757951114,5623,0,42071,0,13692,0,28993,5176
1742110757965682,4525,0,42787,0,14261,0,30114,5230
1742110757980250,4757,0,42123,0,,,,
1742110757987976,13057,0,28121,5096,5812,0,42530,0
1742110758005968,14991,0,30529,5283,3770,0,42171,0
1742110758023960,16113,0,31089,5280,5736,0,41807,0
1742110758041952,13404,0,27994,5119,,,,
1742110758050253,6278,0,41724,0,16278,0,30477,5203
1742110758062533,5507,0,41857,0,13109,0,27552,5121
1742110758074813,4144,0,42216,0,16991,0,31523,5273
1742110758087093,3508,0,41712,0,,,,
1742110758093990,16501,0,30536,5173,8275,0,41702,0
1742110758112278,14912,0,28917,5132,4438,0,41570,0
1742110758130566,15771,13,29442,5135,5330,0,42086,0
1742110758148854,14459,0,28942,5173,,,,
1742110758157680,5612,0,42063,0,18106,0,31793,5237
1742110758173392,5150,0,41237,0,15676,0,29177,5114
1742110758189104,4561,0,41819,0,17466,0,30948,5226
1742110758204816,3972,0,41302,0,,,,
1742110758212512,14791,0,28194,5064,6846,0,42420,0
1742110758226792,16482,0,31015,5206,5138,0,42014,0
1742110758241072,17471,0,31309,5160,3657,0,41802,0
1742110758255352,14236,0,27822,5023,,,,
1742110758262662,6436,0,41529,0,17377,4,31130,5154
1742110758278086,5264,0,41830,0,14060,0,27763,5073
1742110758293510,4049,0,42102,0,18120,2,31668,5258
1742110758308934,4613,0,40502,0,,,,
1742110758317065,16865,0,30207,5117,5723,0,40895,0
1742110758335625,16120,0,29265,5130,2840,0,39532,0
1742110758354185,15971,14,29440,5080,5307,0,41116,0
1742110758372745,15428,0,29683,5191,,,,
1742110758381121,5969,0,41233,0,18305,0,31903,5200
1742110758392257,4669,0,40479,0,15414,0,28717,5096
1742110758403393,3836,0,41399,0,17282,0,31249,5194
1742110758414529,3667,0,40891,0,,,,
1742110758421228,14853,0,28297,5083,8205,0,41388,0
1742110758441220,16251,0,30765,5239,4358,0,41222,0
1742110758461212,17307,0,31127,5194,4732,0,40325,0
1742110758481204,14576,0,28091,5072,,,,
1742110758490423,5748,0,40343,0,16953,0,30704,5144
1742110758504135,4681,0,40721,0,14036,0,28044,5059
1742110758517847,4385,0,41024,0,17127,0,31275,5200
1742110758531559,4119,0,40507,0,,,,
1742110758538784,16244,2,30142,5160,6687,0,41472,0
1742110758555360,15056,0,29505,5147,5269,0,40362,0
1742110758571936,15163,0,28923,5081,3238,0,39948,0
1742110758588512,14880,0,29654,5172,,,,
1742110758596445,6280,0,40396,0,18076,11,31836,5213
1742110758610157,5067,0,39809,0,14531,0,28221,5071
1742110758623869,3026,0,39828,0,16570,0,30618,5153
1742110758637581,5578,0,40114,0,,,,
1742110758645306,13783,0,27497,5003,6184,0,41470,0
1742110758665874,15826,0,30765,5222,4123,0,41086,0
1742110758686442,15737,0,30117,5177,5058,0,40383,0
1742110758707010,14044,0,28150,5068,,,,
1742110758716223,6970,0,40274,0,15641,0,29937,5166
1742110758728223,4996,0,40509,0,13081,0,27942,5129
1742110758740223,3548,0,40704,0,16864,0,31450,5223
1742110758752223,3629,0,40353,0,,,,
1742110758758815,15755,0,29701,5140,8190,0,40778,0
1742110758775383,15304,0,29973,5200,5259,0,40151,0
1742110758791951,15427,0,28999,5074,4602,0,40446,0
1742110758808519,15531,0,29993,5210,,,,
1742110758816666,5666,0,40832,0,17846,0,31606,5201
1742110758831970,5891,0,40346,0,15320,0,28475,5071
1742110758847274,4613,0,40895,0,17892,0,31158,5186
1742110758862578,4120,0,40145,0,,,,
1742110758870193,14624,0,27636,5014,6601,0,41142,0
1742110758885049,17327,0,30839,5214,5523,0,40988,0
1742110758899905,17510,0,30566,5124,3606,0,40483,0
1742110758914761,15364,0,28189,5036,,,,
1742110758922404,6498,0,40536,0,17320,0,30632,5145
1742110758938972,5398,0,40647,0,15014,0,28518,5081
1742110758955540,3564,0,40434,0,18791,13,31896,5212
1742110758972108,4543,0,39940,0,,,,
1742110758980679,17117,0,29750,5069,5853,0,40688,0
1742110758999407,16607,0,29754,5131,3087,0,39642,0
1742110759018135,15903,0,29047,5056,5347,0,41117,0
1742110759036863,16535,4,30265,5191,,,,
1742110759045136,6322,0,41300,0,18925,0,31955,5217
1742110759055136,5512,0,40841,0,15514,0,28380,5040
1742110759065136,3755,0,41017,0,18153,3,31433,5183
