Timestamp,Combined Value1,Combined Value2,Combined Value3,Combined Value4
1742724664841994,407904,0,442389,552
1742724664849850,407444,0,442233,523
1742724664857706,407401,0,442164,539
1742724664865562,407477,0,442277,536
1742724664873418,407452,0,442307,537
1742724664881274,407593,0,442554,543
1742724664889082,407824,0,442673,532
1742724664896650,408899,41,443885,598
1742724664904218,409609,0,444738,541
1742724664911786,410402,0,445475,535
1742724664919354,410651,0,445337,543
1742724664926922,410733,0,445269,535
1742724664934490,410150,0,445084,545
1742724664942076,409190,0,444628,539
1742724664949668,408156,0,443572,550
1742724664957260,407594,0,442918,510
1742724664964852,407927,0,443229,528
1742724664972444,408704,0,444024,519
1742724664980036,409922,0,445016,550
1742724664987628,411017,0,445850,548
1742724664995487,411530,0,446589,549
1742724665004055,412290,7,447395,554
1742724665012623,411959,0,447199,533
1742724665021191,411257,0,446512,529
1742724665029759,410936,0,445981,535
1742724665038327,410746,0,445928,537
1742724665046895,410335,0,445808,560
1742724665055216,410311,0,445937,546
1742724665062788,410412,41,446121,566
1742724665070360,410564,0,445993,529
1742724665077932,410857,0,446274,542
1742724665085504,411086,0,446593,553
1742724665093076,411633,0,447146,506
1742724665100648,412076,0,447758,552
1742724665108515,412126,0,447967,544
1742724665117227,412413,4,448198,569
1742724665125939,412609,0,448328,536
1742724665134651,412537,0,448245,567
1742724665143363,412190,0,447897,532
1742724665152075,412175,0,447760,537
1742724665160787,411573,0,447076,532
1742724665169569,410776,12,446547,529
1742724665178509,410899,3,446668,571
1742724665187449,410093,0,446237,531
1742724665196389,409615,0,445593,526
1742724665205329,408906,37,444650,533
1742724665214269,408655,0,444320,539
1742724665223209,409020,1,444657,550
1742724665231417,409475,0,445065,523
1742724665237417,409849,0,445490,536
1742724665243417,409827,0,445421,531
1742724665249417,409842,0,445544,538
1742724665255417,409926,0,445501,523
1742724665261417,410047,0,445398,511
1742724665267417,410159,0,445365,565
1742724665274388,409848,0,445139,537
1742724665284244,409944,0,445056,560
1742724665294100,409203,0,444747,525
1742724665303956,408750,0,444400,513
1742724665313812,408594,11,444106,519
1742724665323668,408526,0,443972,523
1742724665333524,408718,0,443783,548
1742724665342388,408464,0,443689,531
1742724665348244,408044,0,443540,540
1742724665354100,408021,4,443448,523
1742724665359956,408101,0,443638,537
1742724665365812,408236,0,443824,533
1742724665371668,408257,0,443907,521
1742724665377524,408287,0,443979,550
1742724665383936,408302,0,443881,512
1742724665391932,408338,0,443961,530
1742724665399928,408143,0,443690,505
1742724665407924,408092,0,443634,522
1742724665415920,408038,0,443521,512
1742724665423916,408158,14,443592,539
1742724665431912,408462,0,443730,536
1742724665439996,408451,0,443849,521
1742724665448280,408568,42,444017,521
1742724665456564,408534,0,444121,541
1742724665464848,408613,0,444249,542
1742724665473132,408763,0,444499,537
1742724665481416,408966,36,444564,553
1742724665489700,408979,0,444520,542
1742724665498105,408795,0,444393,535
1742724665506817,409000,0,444293,527
1742724665515529,408688,0,444330,514
1742724665524241,408570,0,444282,506
1742724665532953,408496,0,444243,545
1742724665541665,408497,0,444224,507
1742724665550377,408479,0,444287,536
1742724665558468,408670,0,444388,529
1742724665564608,408925,12,444635,541
1742724665570748,408912,0,444445,526
1742724665576888,409002,0,444597,519
1742724665583028,409061,2,444764,546
1742724665589168,409152,0,445016,528
1742724665595308,409268,0,445117,553
1742724665602194,409417,0,445229,521
1742724665611274,409130,49,445376,538
1742724665620354,409279,0,445284,556
1742724665629434,409253,0,445264,543
1742724665638514,409407,0,445541,545
1742724665647594,409353,0,445529,518
1742724665656674,409900,8,446041,539
1742724665665186,410847,0,446924,554
1742724665671910,412046,95,447949,555
1742724665678634,411676,0,447939,537
1742724665685358,411359,0,447425,526
1742724665692082,411136,0,447110,556
1742724665698806,410477,0,446770,527
1742724665705530,409758,0,446431,578
1742724665712616,409523,4,446141,550
1742724665720744,409395,5,446409,569
1742724665728872,410094,0,447152,545
1742724665737000,411135,0,448022,549
1742724665745128,412099,0,448888,552
1742724665753256,412680,0,449428,546
1742724665761384,413251,0,450147,560
1742724665769784,413388,0,450676,559
1742724665778924,413655,61,450838,569
1742724665788064,413294,0,450548,570
1742724665797204,412960,0,450261,530
1742724665806344,413051,0,450575,576
1742724665815484,413216,0,450906,577
1742724665824624,413436,0,451507,564
1742724665833308,413997,3,452034,562
1742724665840592,414896,27,452898,595
1742724665847876,415233,0,453126,558
1742724665855160,415213,0,453223,560
1742724665862444,415221,0,453313,542
1742724665869728,415283,0,453391,545
1742724665877012,415365,0,453417,551
1742724665884560,415244,0,453555,556
1742724665892844,415983,94,454035,562
1742724665901128,415576,0,453995,566
1742724665909412,415240,0,453614,583
1742724665917696,414783,0,452984,546
1742724665925980,414111,0,452247,570
1742724665934264,413377,0,451858,573
1742724665942198,412460,0,451360,537
1742724665949054,411211,0,450165,566
1742724665955910,410235,0,448881,544
1742724665962766,409323,0,447929,525
1742724665969622,409002,0,447761,545
1742724665976478,409491,1,448221,525
1742724665983334,410029,0,448679,563
1742724665990256,410109,81,449000,528
1742724665997312,409718,1,448770,558
1742724666004368,409567,0,448116,521
1742724666011424,409169,0,447453,554
1742724666018480,408738,0,446894,518
1742724666025536,408201,6,446269,532
1742724666032592,407624,0,445447,548
1742724666040000,406882,0,444755,539
1742724666048428,406168,0,444083,563
1742724666056856,405420,0,443301,501
1742724666065284,405062,0,442820,519
1742724666073712,404488,0,442391,521
1742724666082140,404076,0,441970,513
1742724666090568,404154,5,441652,523
1742724666099259,403840,0,441254,509
1742724666108703,403559,0,441049,521
1742724666118147,403065,15,440745,544
1742724666127591,402741,0,440540,520
1742724666137035,402420,0,440041,515
1742724666146479,402046,0,439675,515
1742724666155923,401995,0,439258,525
1742724666164579,401208,10,438859,510
1742724666170807,401205,23,438649,535
1742724666177035,400981,0,438270,540
1742724666183263,401063,0,438323,503
1742724666189491,400868,0,438034,506
1742724666195719,400931,0,438140,506
1742724666201947,401181,0,438065,502
1742724666208587,400827,0,437791,476
1742724666216443,400504,39,437721,541
1742724666224299,400633,0,437620,514
1742724666232155,400336,0,437329,521
1742724666240011,400156,0,437121,531
1742724666247867,400195,0,437127,522
1742724666255723,400365,0,437090,525
1742724666263584,400173,0,436944,513
1742724666271440,400342,0,436914,537
1742724666279296,400077,0,436644,506
1742724666287152,399976,0,436345,532
1742724666295008,399816,0,436243,509
1742724666302864,399560,0,436009,503
1742724666310720,399619,0,436073,544
1742724666318668,399924,0,436511,501
1742724666326808,399871,38,436574,524
1742724666334948,399904,0,436387,517
1742724666343088,400097,0,436229,511
1742724666351228,399747,0,436110,504
1742724666359368,399855,0,436200,522
1742724666367508,399890,0,436301,515
1742724666375473,400901,0,437001,508
1742724666382901,402390,0,438625,522
1742724666390329,402949,0,439120,504
1742724666397757,403117,0,438831,513
1742724666405185,402975,0,438280,509
1742724666412613,402204,0,437984,507
1742724666420041,401283,0,437546,499
1742724666427806,400347,0,436706,524
1742724666436518,399747,42,436586,520
1742724666445230,400541,0,437158,513
1742724666453942,401505,0,438028,526
1742724666462654,402638,0,438921,524
1742724666471366,403354,0,439465,513
1742724666480078,403997,0,440050,538
1742724666488421,404089,0,440665,522
1742724666495565,404913,43,440959,538
1742724666502709,404248,0,440474,513
1742724666509853,403855,0,440004,515
1742724666516997,403761,0,440002,534
1742724666524141,403942,0,440322,525
1742724666531285,404091,0,440431,525
1742724666538881,404367,0,440552,513
1742724666547737,404350,47,440761,562
1742724666556593,404756,0,440810,524
1742724666565449,405146,0,441450,508
1742724666574305,405583,0,441903,519
1742724666583161,406166,0,442588,527
1742724666592017,406693,1,443226,531
1742724666600463,406771,0,443421,523
1742724666607603,407041,111,443677,550
1742724666614743,406992,0,443536,540
1742724666621883,406822,0,443385,528
1742724666629023,406700,0,443128,535
1742724666636163,406195,0,442513,531
1742724666643303,405595,0,441899,539
1742724666650525,405004,6,441902,533
1742724666657953,404751,15,441621,552
1742724666665381,403850,0,440421,531
1742724666672809,403325,0,439541,522
1742724666680237,402930,0,439093,524
1742724666687665,403077,0,439366,504
1742724666695093,403689,0,439896,548
1742724666703285,404324,0,440510,528
1742724666713701,404442,139,440632,543
1742724666724117,404425,0,440539,528
1742724666734533,404561,0,440494,543
1742724666744949,404655,0,440393,529
1742724666755365,404674,0,440225,514
1742724666765781,404383,0,439892,519
1742724666774931,403627,0,439287,522
1742724666780215,403226,0,438710,512
1742724666785499,402624,0,437988,524
1742724666790783,402230,0,437514,505
1742724666796067,402164,0,437435,478
1742724666801351,402030,0,437380,508
1742724666806635,402284,0,437424,516
1742724666812620,402272,0,437244,534
1742724666820616,402204,0,437130,524
1742724666828612,402013,0,437197,494
1742724666836608,401864,0,437147,548
1742724666844604,401802,0,437087,512
1742724666852600,401941,0,437206,538
1742724666860596,401674,0,436990,533
1742724666868794,401813,0,436804,532
1742724666877506,401739,0,436728,520
1742724666886218,401448,0,436573,485
1742724666894930,401645,0,436682,528
1742724666903642,401398,0,436412,505
1742724666912354,401549,0,436559,504
1742724666921066,401690,0,436683,517
1742724666929401,401641,0,436846,508
1742724666936549,402076,0,436774,545
1742724666943697,401775,0,436818,491
1742724666950845,401929,0,436880,501
1742724666957993,401813,0,436755,517
1742724666965141,402003,0,436927,505
1742724666972289,401939,0,436728,517
1742724666979627,402189,0,436776,517
1742724666987435,402222,61,437210,499
1742724666995243,402192,0,437079,480
1742724667003051,402173,0,436968,521
1742724667010859,402111,0,436860,501
1742724667018667,402047,0,436715,523
1742724667026475,402095,0,436568,555
1742724667034464,401511,0,436405,535
1742724667042968,401591,0,436477,544
1742724667051472,401741,0,436462,529
1742724667059976,401712,0,436447,504
1742724667068480,401726,0,436534,508
1742724667076984,401854,0,436628,512
1742724667085488,401986,0,436651,515
1742724667093545,401754,0,436551,527
1742724667100205,402068,0,436993,538
1742724667106865,402129,0,437083,504
1742724667113525,402998,0,437879,516
1742724667120185,404091,0,439120,498
1742724667126845,404656,0,439859,503
1742724667133505,405600,0,440323,540
1742724667140614,405407,0,439917,499
1742724667149042,405184,0,439897,517
1742724667157470,404342,0,439400,517
1742724667165898,403360,0,438562,512
1742724667174326,402665,0,437750,527
1742724667182754,402718,0,437805,515
1742724667191182,403381,0,438456,525
1742724667199499,404732,0,439401,526
1742724667207431,405729,2,440261,531
1742724667215363,406464,0,441415,522
1742724667223295,407035,20,442146,513
1742724667231227,407078,0,442355,534
1742724667239159,406748,0,441941,529
1742724667247091,406217,0,441461,536
1742724667255047,406107,0,441309,544
1742724667263047,405564,20,441324,547
1742724667271047,405935,0,441443,521
1742724667279047,406068,0,441539,513
1742724667287047,406468,0,441873,508
1742724667295047,406596,0,441993,503
1742724667303047,407198,0,442393,528
1742724667310842,407734,0,443070,516
1742724667317982,408156,27,443694,573
1742724667325122,408417,32,444099,537
1742724667332262,408645,4,444429,521
1742724667339402,408919,0,444759,556
1742724667346542,408799,0,444674,531
1742724667353682,409102,0,444707,547
1742724667361011,408714,0,444387,549
1742724667368867,408242,32,443852,544
1742724667376723,407392,0,443001,524
1742724667384579,406755,0,442524,512
1742724667392435,406415,0,442630,532
1742724667400291,406285,0,442396,540
1742724667408147,405578,0,441419,528
1742724667416064,405011,0,440626,522
1742724667424064,405339,0,440914,559
1742724667432064,405772,0,441358,518
1742724667440064,406510,0,441888,542
1742724667448064,406638,0,442014,505
1742724667456064,406546,0,441904,506
1742724667464064,406622,3,441937,534
1742724667472175,406551,0,441562,517
1742724667480603,407017,0,441480,558
1742724667489031,406365,0,441260,526
1742724667497459,406121,0,441132,516
1742724667505887,405720,0,440775,529
1742724667514315,405487,0,440454,518
1742724667522743,405360,0,440096,534
1742724667530947,405581,0,439968,520
1742724667538371,405336,24,440116,536
1742724667545795,404913,0,439883,522
1742724667553219,404694,0,439576,536
1742724667560643,404766,0,439653,530
1742724667568067,404865,0,439714,532
1742724667575491,405143,0,439862,533
1742724667583031,404787,0,439732,520
1742724667590887,405025,35,439762,545
1742724667598743,404720,0,439628,525
1742724667606599,404661,0,439590,554
1742724667614455,404501,0,439365,518
1742724667622311,404205,0,439024,533
1742724667630167,403956,59,439165,541
1742724667638117,404168,0,438968,545
1742724667646257,404726,20,439548,561
1742724667654397,404614,0,439384,541
1742724667662537,404793,0,439668,564
1742724667670677,405149,0,439992,518
1742724667678817,405293,0,440231,518
1742724667686957,405742,0,440681,548
1742724667695008,406250,3,440965,537
1742724667702720,406416,46,441365,544
1742724667710432,406432,0,441663,513
1742724667718144,406640,0,441941,543
1742724667725856,406931,0,442313,513
1742724667733568,407355,1,442733,518
1742724667741280,407834,0,443173,525
1742724667749173,408332,0,443603,521
1742724667757601,408766,0,443915,562
1742724667766029,409023,0,444247,534
1742724667774457,409233,0,444540,544
1742724667782885,409861,0,445189,527
1742724667791313,410363,0,445788,512
1742724667799741,410695,0,446231,537
1742724667807812,411393,0,446780,521
1742724667814812,411157,17,447292,564
1742724667821812,411720,0,447211,534
1742724667828812,411897,0,447331,537
1742724667835812,412157,0,447656,524
1742724667842812,412209,0,447852,543
1742724667849812,412171,0,448213,514
1742724667857227,412656,0,448475,531
1742724667865795,413042,0,448913,549
1742724667874363,414491,0,450273,521
1742724667882931,414676,0,450742,510
1742724667891499,414970,0,451067,529
1742724667900067,415291,0,451172,545
1742724667908635,415194,0,451218,572
1742724667916868,414875,0,451317,517
1742724667924008,415058,81,451495,559
1742724667931148,414157,0,450959,559
1742724667938288,414371,12,451024,547
1742724667945428,414840,0,451595,525
1742724667952568,415462,0,452378,541
1742724667959708,416820,0,453369,554
1742724667967300,417715,0,454275,556
1742724667976236,418616,54,455157,568
1742724667985172,418399,0,455512,583
1742724667994108,418248,0,455544,567
1742724668003044,417683,0,455007,572
1742724668011980,417443,0,454851,542
1742724668020916,417420,0,454966,568
1742724668029337,417432,5,455328,562
1742724668036193,418052,54,456080,587
1742724668043049,418434,0,456508,566
1742724668049905,418956,0,456937,544
1742724668056761,419629,0,457673,578
1742724668063617,420183,0,458209,541
1742724668070473,420543,0,458601,590
1742724668077728,420243,0,458515,555
1742724668086156,420465,54,458715,594
1742724668094584,420709,0,458936,564
1742724668103012,421000,0,459333,574
1742724668111440,420853,0,459338,578
1742724668119868,420527,0,459109,567
1742724668128296,420327,1,458705,609
1742724668136565,419360,0,457955,576
1742724668144277,418707,53,457224,575
1742724668151989,418033,0,456974,553
1742724668159701,417451,0,456633,536
1742724668167413,416439,0,455411,561
1742724668175125,415565,0,454378,557
1742724668182837,415247,0,453922,566
1742724668190698,415726,0,454217,552
1742724668198962,415437,0,454499,568
1742724668207226,415824,0,454633,552
1742724668215490,415644,0,454398,557
1742724668223754,415275,0,454003,573
1742724668232018,415019,0,453682,556
1742724668240282,414819,0,453409,554
1742724668248289,414889,0,453207,559
1742724668255429,414401,31,452598,594
1742724668262569,413339,0,451991,566
1742724668269709,412974,0,451497,559
1742724668276849,412148,0,450760,556
1742724668283989,411705,0,450183,567
1742724668291129,411281,0,449749,570
1742724668298642,410645,0,449152,548
1742724668307210,410491,1,448702,564
1742724668315778,409751,0,448354,547
1742724668324346,409577,0,448090,550
1742724668332914,409429,0,448012,534
1742724668341482,409159,0,447799,529
1742724668350050,408810,0,447707,557
1742724668358314,408531,0,447216,559
1742724668365598,408359,23,446748,556
1742724668372882,407818,0,446385,539
1742724668380166,407303,0,445892,529
1742724668387450,406865,0,445452,547
1742724668394734,406552,0,445139,523
1742724668402018,406423,0,445110,543
1742724668409675,405984,0,444448,503
1742724668418363,405687,0,444334,546
1742724668427051,405294,0,443846,534
1742724668435739,404852,0,443408,507
1742724668444427,404534,0,443055,515
1742724668453115,404245,0,442696,538
1742724668461803,404057,0,442477,528
1742724668470050,403598,0,442237,533
1742724668476906,403704,71,442334,540
1742724668483762,403387,0,441859,510
1742724668490618,403109,0,441476,526
1742724668497474,402717,0,441057,528
1742724668504330,402481,0,440685,522
1742724668511186,402490,0,440530,536
1742724668518492,401781,0,440351,508
1742724668527060,402301,0,440276,530
1742724668535628,401677,0,440087,529
1742724668544196,401500,0,439827,505
1742724668552764,401171,0,439401,530
1742724668561332,401076,0,439204,523
1742724668569900,401193,0,439020,539
1742724668578246,400717,8,438887,484
1742724668585906,400960,6,439263,546
1742724668593566,401097,0,439033,523
1742724668601226,402431,0,440266,528
1742724668608886,402913,0,440781,533
1742724668616546,402806,0,440563,537
1742724668624206,402895,0,439949,524
1742724668632113,402200,0,439232,482
1742724668640681,401285,0,438829,529
1742724668649249,400393,0,438517,531
1742724668657817,399749,0,438016,512
1742724668666385,399731,0,437903,529
1742724668674953,400489,0,438535,490
1742724668683521,401272,0,438932,523
1742724668691768,401878,0,439278,515
1742724668698984,401950,52,439800,524
1742724668706200,402626,0,440130,503
1742724668713416,402783,0,440370,495
1742724668720632,402728,0,440253,530
1742724668727848,402363,0,439773,516
1742724668735064,402620,0,439646,528
1742724668742421,402261,0,439724,521
1742724668750189,402114,10,440036,530
1742724668757957,402561,0,440138,508
1742724668765725,402749,0,440289,513
1742724668773493,403203,0,440664,525
1742724668781261,403516,0,441000,497
1742724668789029,404354,0,441649,532
1742724668797183,404804,0,442116,515
1742724668806467,405361,0,442676,561
1742724668815751,405468,69,443166,552
1742724668825035,405607,0,443117,549
1742724668834319,405289,0,442863,509
1742724668843603,405113,0,442595,521
1742724668852887,405252,0,442531,539
1742724668861369,404944,0,442325,510
1742724668867365,404528,15,441875,533
1742724668873361,404036,0,441418,543
1742724668879357,403747,0,441632,532
1742724668885353,403338,0,440989,508
1742724668891349,402668,0,440113,510
1742724668897345,401898,0,439241,525
1742724668903821,401669,0,438861,493
1742724668911677,401935,63,439528,540
1742724668919533,402692,0,440128,522
1742724668927389,403286,0,440698,495
1742724668935245,403370,0,440754,521
1742724668943101,403458,0,440582,513
1742724668950957,403634,0,440380,524
1742724668958776,403867,0,440435,522
1742724668966428,403712,75,440295,528
1742724668974080,403192,0,439747,505
1742724668981732,402636,0,439180,501
1742724668989384,402042,0,438432,520
1742724668997036,401438,0,437734,497
1742724669004688,401369,0,437507,534
1742724669012577,401378,0,437528,520
1742724669021153,401707,45,437754,565
1742724669029729,401354,0,437583,506
1742724669038305,401622,5,437690,538
1742724669046881,401456,0,437542,510
1742724669055457,401409,0,437479,487
1742724669064033,401457,0,437516,517
1742724669073179,401217,0,437566,486
1742724669084031,401573,8,437511,524
1742724669094883,401007,0,437105,509
1742724669105735,401070,0,437169,515
1742724669116587,400979,0,437008,496
1742724669127439,401086,0,437101,497
1742724669138291,401119,0,437015,511
1742724669147620,400926,0,436844,492
1742724669152332,401391,147,436926,548
1742724669157044,401116,0,436909,515
1742724669161756,401203,0,437001,490
1742724669166468,401332,0,437150,498
1742724669171180,401390,0,437173,507
1742724669175892,401385,0,437138,502
1742724669181592,401211,0,436931,476
1742724669190160,401245,1,437002,516
1742724669198728,401329,0,437020,495
1742724669207296,401359,0,437123,504
1742724669215864,401572,0,437290,499
1742724669224432,401520,0,437232,502
1742724669233000,401938,0,437396,521
1742724669241127,401809,0,437102,516
1742724669247839,402056,73,437412,559
1742724669254551,401501,0,436962,494
1742724669261263,401451,0,437067,522
1742724669267975,401652,0,437170,504
1742724669274687,401833,0,437330,504
1742724669281399,401912,0,437362,529
1742724669288344,401943,0,437174,514
1742724669295880,401919,46,437666,547
1742724669303416,401850,0,437577,517
1742724669310952,401991,0,437710,522
1742724669318488,402910,0,438553,531
1742724669326024,404007,0,439909,535
1742724669333560,404824,0,440850,556
1742724669341295,405837,0,441123,494
1742724669349579,405761,100,441365,541
1742724669357863,405495,0,440976,515
1742724669366147,404580,0,440303,517
1742724669374431,403601,0,439511,537
1742724669382715,403245,0,439123,513
1742724669390999,403142,0,439121,541
1742724669399123,403557,0,439770,534
1742724669406691,404902,0,440629,569
1742724669414259,405993,0,441704,519
1742724669421827,407187,0,442838,548
1742724669429395,407622,0,443585,541
1742724669436963,407695,0,443725,524
1742724669444531,407264,0,443216,553
1742724669452224,406728,0,442655,514
1742724669460260,406749,44,442698,571
1742724669468296,406221,50,442499,525
1742724669476332,406474,0,442783,523
1742724669484368,406325,0,442591,524
1742724669492404,406630,0,442819,516
1742724669500440,407177,0,443167,517
1742724669508408,407383,0,443627,522
1742724669516120,407971,0,444138,534
1742724669523832,408099,0,444463,506
1742724669531544,408571,0,444980,534
1742724669539256,408932,0,445366,542
1742724669546968,409238,0,445670,522
1742724669554680,409448,0,445834,513
1742724669562508,409394,0,445609,519
1742724669570668,409178,22,445281,545
1742724669578828,408312,0,444533,516
1742724669586988,407295,0,443665,516
1742724669595148,406487,0,442866,525
1742724669603308,406345,0,443053,512
1742724669611468,406215,0,442521,547
1742724669619495,405935,0,441934,515
1742724669627047,405689,81,441782,550
1742724669634599,405520,0,441622,529
1742724669642151,406269,0,442026,517
1742724669649703,406478,0,442294,508
1742724669657255,406666,0,442442,503
1742724669664807,406669,0,442548,535
1742724669672584,406790,0,442443,548
1742724669681012,406807,13,442247,524
1742724669689440,406694,0,442043,540
1742724669697868,406683,0,441857,539
1742724669706296,406019,0,441411,522
1742724669714724,405751,0,441113,531
1742724669723152,405607,62,440811,530
1742724669731381,405056,0,440464,514
1742724669738949,404977,0,440108,530
1742724669746517,404768,0,440074,512
1742724669754085,404791,0,440147,516
1742724669761653,404682,0,440054,506
1742724669769221,404654,0,439989,506
1742724669776789,404796,0,440028,529
1742724669784463,404905,0,440125,517
1742724669792387,404781,0,440030,517
1742724669800311,404832,0,440010,491
1742724669808235,404794,0,440035,500
1742724669816159,404607,0,439686,527
1742724669824083,404534,0,439588,511
1742724669832007,404371,0,439373,549
1742724669839989,404148,0,439141,520
1742724669848133,404276,7,439204,524
1742724669856277,404331,0,439303,497
1742724669864421,404637,0,439688,489
1742724669872565,404691,0,439792,524
1742724669880709,404856,0,439960,538
1742724669888853,405082,0,440289,547
1742724669897336,405100,0,440307,484
1742724669906760,405150,1,440649,554
1742724669916184,405102,0,440305,507
1742724669925608,404776,0,440139,511
1742724669935032,404865,0,440072,505
1742724669944456,404992,0,440147,531
1742724669953880,404835,0,440153,521
1742724669962448,405180,0,440116,520
1742724669968448,405349,57,440294,542
1742724669974448,405193,0,440167,509
1742724669980448,405475,0,440171,515
1742724669986448,405183,0,440045,537
1742724669992448,405237,0,440081,517
1742724669998448,405052,0,440125,534
1742724670004840,405244,0,440218,532
1742724670012360,405177,0,440392,556
1742724670019880,405451,0,440469,524
1742724670027400,405355,0,440382,503
1742724670034920,405346,0,440386,504
1742724670042440,405290,0,440478,517
1742724670049960,405310,0,440693,546
1742724670057712,405402,0,441040,521
1742724670066140,406616,47,441863,545
1742724670074568,407467,0,443037,521
1742724670082996,408268,0,444074,534
1742724670091424,409134,0,444618,550
1742724670099852,409219,0,444514,532
1742724670108280,409074,1,444554,527
1742724670116706,408623,0,444539,532
1742724670125074,408296,18,444502,571
1742724670133442,407641,0,444020,546
1742724670141810,408016,0,444346,529
1742724670150178,408877,0,445230,509
1742724670158546,410308,0,446489,528
1742724670166914,411740,0,447631,553
1742724670174999,412787,0,448658,561
1742724670182139,413910,0,449773,566
1742724670189279,414186,0,450490,557
1742724670196419,413919,0,450453,548
1742724670203559,413543,0,449874,546
1742724670210699,413432,0,449915,552
1742724670217839,413475,0,450134,538
1742724670225133,413959,0,450252,545
1742724670232845,414590,65,451039,567
1742724670240557,414997,0,451539,550
1742724670248269,415747,0,452254,543
1742724670255981,416435,0,452996,532
1742724670263693,417377,0,453946,522
1742724670271405,418393,0,454852,564
1742724670279304,419085,0,455457,569
1742724670287732,419539,19,456137,612
1742724670296160,419248,0,456150,568
1742724670304588,419036,0,456029,575
1742724670313016,418871,0,455997,537
1742724670321444,418460,0,455677,555
1742724670329872,418421,0,455582,559
1742724670338100,417660,0,455179,556
1742724670345676,417384,0,454676,557
1742724670353252,417194,0,454839,547
1742724670360828,417115,0,454810,592
1742724670368404,416793,0,454048,552
1742724670375980,416391,0,453543,544
1742724670383556,416468,0,453726,569
1742724670391238,416517,0,454173,542
1742724670399238,417342,66,454865,574
1742724670407238,417336,0,454764,543
1742724670415238,417401,0,454712,552
1742724670423238,416878,0,454391,543
1742724670431238,417078,0,454506,561
1742724670439238,416933,0,454191,566
1742724670447136,416919,0,453937,534
1742724670454708,416498,32,453837,566
1742724670462280,416183,0,453442,565
1742724670469852,415980,0,453344,566
1742724670477424,415611,0,452910,545
1742724670484996,415207,0,452441,550
1742724670492568,415389,0,452376,601
1742724670500335,415130,0,452418,558
1742724670508635,414898,58,452183,604
1742724670516935,414687,0,452142,537
1742724670525235,414794,0,452230,581
1742724670533535,414703,0,452284,565
1742724670541835,414675,0,452308,549
1742724670550135,414597,0,452399,568
1742724670558253,414577,0,452330,550
1742724670565825,414861,83,452424,578
1742724670573397,414491,0,452265,556
1742724670580969,414496,0,452300,551
1742724670588541,414218,0,452059,549
1742724670596113,414281,0,452150,525
1742724670603685,414334,0,452197,544
1742724670611258,414289,0,452132,531
1742724670618830,414293,0,452255,536
1742724670626402,414109,0,452277,546
1742724670633974,414247,0,452522,544
1742724670641546,414147,0,452550,513
1742724670649118,414102,0,452508,543
1742724670656690,414169,1,452543,566
1742724670664359,414195,0,452643,557
1742724670672223,414019,43,452842,567
1742724670680087,413743,0,452313,553
1742724670687951,413612,0,452181,536
1742724670695815,413556,0,452118,549
1742724670703679,413590,0,452109,549
1742724670711543,413677,7,452147,560
1742724670719780,413553,0,452119,532
1742724670729064,413233,0,452049,557
1742724670738348,413225,0,451817,542
1742724670747632,413118,0,451732,505
1742724670756916,413008,0,451705,560
1742724670766200,412780,0,451577,546
1742724670775484,412643,0,451793,559
1742724670784353,412878,0,451772,565
1742724670791921,412581,96,451915,591
1742724670799489,412523,0,451713,536
1742724670807057,412114,0,451392,541
1742724670814625,411916,0,451154,537
1742724670822193,411755,0,451164,550
1742724670829761,411728,0,451168,573
1742724670837244,411426,0,450990,558
1742724670844384,412324,9,451462,565
1742724670851524,412367,0,451657,558
1742724670858664,412143,0,451553,565
1742724670865804,411531,0,450787,549
1742724670872944,410807,0,449802,562
1742724670880084,409889,0,449169,526
1742724670887599,408887,0,448577,540
1742724670896163,408088,0,448009,562
1742724670904727,408337,8,448360,532
1742724670913291,408743,0,448531,563
1742724670921855,409342,0,449057,533
1742724670930419,409929,0,449455,524
1742724670938983,410378,3,450035,589
1742724670947089,410956,0,450377,560
1742724670953721,411053,17,450851,583
1742724670960353,410997,0,450582,546
1742724670966985,410438,0,450086,547
1742724670973617,410151,0,449834,529
1742724670980249,410105,0,449897,562
1742724670986881,410158,0,450181,559
1742724670994053,410712,0,450644,567
1742724671002837,411174,48,451192,571
1742724671011621,411349,0,451154,564
1742724671020405,411886,0,451673,553
1742724671029189,412119,0,452076,556
1742724671037973,412685,0,452567,549
1742724671046757,413191,0,452956,581
1742724671055063,413106,13,452987,567
1742724671061895,413063,8,453020,552
1742724671068727,412624,0,452769,581
1742724671075559,412060,0,452332,551
1742724671082391,411749,0,451720,539
1742724671089223,411322,0,451035,556
1742724671096055,411001,0,450483,575
1742724671103180,410069,0,449881,550
1742724671111180,409672,10,450159,587
1742724671119180,408923,0,449047,546
1742724671127180,407762,0,447518,536
1742724671135180,406723,0,446413,545
1742724671143180,406091,0,445853,533
1742724671151180,406523,0,445806,577
1742724671159248,406529,0,446316,529
1742724671167456,406606,32,446416,567
1742724671175664,406508,0,446107,527
1742724671183872,406436,0,445740,531
1742724671192080,406229,0,445260,530
1742724671200288,406049,0,444860,511
1742724671208496,405381,0,444308,560
1742724671216574,405693,20,443960,548
1742724671224246,404627,15,442932,559
1742724671231918,403818,2,442152,554
1742724671239590,403245,0,441429,510
1742724671247262,402734,0,440834,513
1742724671254934,402563,0,440629,525
1742724671262606,402583,0,440378,526
1742724671270256,402322,0,440141,516
1742724671277764,402631,0,440085,562
1742724671285272,402068,0,439559,510
