Timestamp,CH1_SLOTA,CH2_SLOTA,CH3_SLOTA,CH4_SLOTA,CH1_SLOTB,CH2_SLOTB,CH3_SLOTB,CH4_SLOTB
248389,214237184,28770304,3237,1153,1450508288,1609760768,5432,39182
254956,216989696,31457280,3293,1180,1450246144,1610874880,5457,39141
263327,216989696,31457280,3293,1180,1450246144,1610874880,5457,39141
269763,216989696,31457280,3293,1180,1450246144,1610874880,5457,39141
282074,216989696,31457280,3293,1180,1450246144,1610874880,5457,39141
284248,216989696,31457280,3293,1180,1450246144,1610219520,5457,39141
289452,216268800,31326208,3308,1218,1450639360,1610219520,5430,39101
298656,216268800,31326208,3308,1218,1450639360,1610219520,5430,39101
303055,216268800,31326208,3308,1218,1450639360,1610219520,5430,39101
309869,216268800,31326208,3308,1218,1450639360,1610219520,5430,39101
317550,213188608,28508160,3243,1143,1452081152,1611399168,5477,39136
325587,213188608,28508160,3243,1143,1452081152,1611399168,5477,39136
333263,213188608,28508160,3243,1143,1452081152,1611399168,5477,39136
336901,213188608,28508160,3243,1143,1452081152,1611399168,5477,39136
344453,213188608,28508160,3243,1143,1452081152,1611399168,5477,39136
350517,212074496,27918336,3223,1143,1453654016,1612840960,5470,39217
357297,212074496,27918336,3223,1143,1453654016,1612840960,5470,39217
370168,212074496,27918336,3223,1143,1453654016,1612840960,5470,39217
371050,212074496,27918336,3223,1143,1453654016,1612840960,5470,39217
382276,212074496,27918336,3223,1143,1453654016,1612840960,5470,39217
385371,211156992,26804224,3184,1118,1454571520,1613955072,5514,39185
392894,211156992,26804224,3184,1118,1454571520,1613955072,5514,39185
401453,211156992,26804224,3184,1118,1454571520,1613955072,5514,39185
405720,211156992,26804224,3184,1118,1454571520,1613955072,5514,39185
413137,221708288,35848192,3358,1261,1452277760,1612382208,5427,39143
419964,221708288,35848192,3358,1261,1452277760,1612382208,5427,39143
426132,221708288,35848192,3358,1261,1452277760,1612382208,5427,39143
436013,221708288,35848192,3358,1261,1452277760,1612382208,5427,39143
439364,221708288,35848192,3358,1261,1452277760,1612382208,5427,39143
447118,216334336,30801920,3294,1198,1449263104,1609433088,5394,39080
453186,216334336,30801920,3294,1198,1449263104,1609433088,5394,39080
460640,216334336,30801920,3294,1198,1449263104,1609433088,5394,39080
472120,216334336,30801920,3294,1198,1449263104,1609433088,5394,39080
474899,216334336,30801920,3294,1198,1449263104,1609433088,5394,39080
484762,209387520,26083328,3185,1121,1450442752,1608777728,5400,39131
487418,209387520,26083328,3185,1121,1450442752,1608777728,5400,39131
495013,209387520,26083328,3185,1121,1450442752,1608777728,5400,39131
501729,209387520,26083328,3185,1121,1450442752,1608777728,5400,39131
507578,209387520,26083328,3185,1121,1450442752,1608908800,5400,39131
514451,215547904,30146560,3274,1177,1447886848,1608908800,5391,39137
521864,215547904,30146560,3274,1177,1447886848,1608908800,5391,39137
528783,215547904,30146560,3274,1177,1447886848,1608908800,5391,39137
537298,215547904,30146560,3274,1177,1447886848,1608908800,5391,39137
542444,211615744,26411008,3229,1135,1444478976,1606877184,5357,39064
548298,211615744,26411008,3229,1135,1444478976,1606877184,5357,39064
555930,211615744,26411008,3229,1135,1444478976,1606877184,5357,39064
562622,211615744,26411008,3229,1135,1444478976,1606877184,5357,39064
570614,211615744,26411008,3229,1135,1444478976,1606877184,5357,39064
575925,209256448,25427968,3194,1101,1455751168,1613496320,5439,39118
588806,209256448,25427968,3194,1101,1455751168,1613496320,5439,39118
590481,209256448,25427968,3194,1101,1455751168,1613496320,5439,39118
596751,209256448,25427968,3194,1101,1455751168,1613496320,5439,39118
603726,209256448,25427968,3194,1101,1455751168,1613496320,5439,39118
609928,217579520,28180480,3291,1201,1449984000,1608253440,5394,39073
616874,217579520,28180480,3291,1201,1449984000,1608253440,5394,39073
623534,217579520,28180480,3291,1201,1449984000,1608253440,5394,39073
630390,217579520,28180480,3291,1201,1449984000,1608253440,5394,39073
640159,212992000,28377088,3291,1201,1449590784,1608974336,5388,39120
644701,212992000,28377088,3268,1168,1449590784,1608974336,5388,39120
651387,212992000,28377088,3268,1168,1449590784,1608974336,5388,39120
657463,212992000,28377088,3268,1168,1449590784,1608974336,5388,39120
665018,212992000,28377088,3268,1168,1449590784,1608974336,5388,39120
674186,210173952,24969216,3200,1125,1445986304,1605435392,5355,39084
678358,210173952,24969216,3200,1125,1445986304,1605435392,5355,39084
692262,210173952,24969216,3200,1125,1445986304,1605435392,5355,39084
692850,210173952,24969216,3200,1125,1445986304,1605435392,5355,39084
699616,210173952,24969216,3200,1125,1445986304,1605435392,5355,39084
707503,212860928,29360128,3260,1185,1448738816,1609957376,5407,39075
713227,212860928,29360128,3260,1185,1448738816,1609957376,5407,39075
718959,212860928,29360128,3260,1185,1448738816,1609957376,5407,39075
725768,212860928,29360128,3260,1185,1448738816,1609957376,5407,39075
732616,212860928,29360128,3260,1185,1448738816,1609957376,5407,39075
743493,210894848,27459584,3210,1124,1447755776,1608908800,5356,39040
746096,210894848,27459584,3210,1124,1447755776,1608908800,5356,39040
752773,210894848,27459584,3210,1124,1447755776,1608908800,5356,39040
759445,210894848,27459584,3210,1124,1447755776,1608908800,5356,39040
767159,213712896,29294592,3228,1144,1448673280,1610088448,5366,39078
775405,213712896,29294592,3228,1144,1448673280,1610088448,5366,39078
779892,213712896,29294592,3228,1144,1448673280,1610088448,5366,39078
792078,213712896,29294592,3228,1144,1448673280,1610088448,5366,39078
794221,213712896,29294592,3228,1144,1448673280,1610088448,5366,39078
801108,212074496,29753344,3248,1180,1450901504,1611005952,5424,39136
815525,212074496,29753344,3248,1180,1450901504,1611005952,5424,39136
815657,212074496,29753344,3248,1180,1450901504,1611005952,5424,39136
822158,212074496,29753344,3248,1180,1450901504,1611005952,5424,39136
828030,212074496,29753344,3248,1180,1450901504,1611005952,5424,39136
834890,215023616,30343168,3288,1174,1449328640,1608384512,5396,39118
844965,215023616,30343168,3288,1174,1449328640,1608384512,5396,39118
848407,215023616,30343168,3288,1174,1449328640,1608384512,5396,39118
856410,215023616,30343168,3288,1174,1449328640,1608384512,5396,39118
861821,215023616,30343168,3288,1174,1447100416,1608384512,5396,39118
868739,217776128,31129600,3284,1196,1447100416,1608384512,5341,39051
878335,217776128,31129600,3284,1196,1447100416,1608384512,5341,39051
882367,217776128,31129600,3284,1196,1447100416,1608384512,5341,39051
894795,217776128,31129600,3284,1196,1447100416,1608384512,5341,39051
898645,210960384,27656192,3226,1110,1451753472,1612185600,5426,39115
903854,210960384,27656192,3226,1110,1451753472,1612185600,5426,39115
913291,210960384,27656192,3226,1110,1451753472,1612185600,5426,39115
917802,210960384,27656192,3226,1110,1451753472,1612185600,5426,39115
923914,210960384,27656192,3226,1110,1451753472,1612185600,5426,39115
930718,216596480,31784960,3325,1209,1455423488,1614086144,5487,39196
938081,216596480,31784960,3325,1209,1455423488,1614086144,5487,39196
949536,216596480,31784960,3325,1209,1455423488,1614086144,5487,39196
952847,216596480,31784960,3325,1209,1455423488,1614086144,5487,39196
958494,216596480,31784960,3325,1209,1455423488,1614086144,5487,39196
977004,218693632,31195136,3317,1222,1445265408,1607401472,5322,39101
977136,218693632,31195136,3317,1222,1445265408,1607401472,5322,39101
983051,218693632,31195136,3317,1222,1445265408,1607401472,5322,39101
985635,218693632,31195136,3317,1222,1445265408,1607401472,5322,39101
998002,217645056,32178176,3290,1193,1449066496,1607925760,5364,39064
999134,217645056,32178176,3290,1193,1449066496,1607925760,5364,39064
1005793,217645056,32178176,3290,1193,1449066496,1607925760,5364,39064
1015084,217645056,32178176,3290,1193,1449066496,1607925760,5364,39064
1019366,217645056,32178176,3290,1193,1449066496,1607925760,5364,39064
1027070,210960384,26083328,3197,1135,1450573824,1609826304,5399,39077
1032994,210960384,26083328,3197,1135,1450573824,1609826304,5399,39077
1041433,210960384,26083328,3197,1135,1450573824,1609826304,5399,39077
1050565,210960384,26083328,3197,1135,1450573824,1609826304,5399,39077
1053171,210960384,26083328,3197,1135,1450573824,1609826304,5399,39077
1060093,213909504,30343168,3277,1186,1455489024,1615265792,5485,39126
1066816,213909504,30343168,3277,1186,1455489024,1615265792,5485,39126
1074214,213909504,30343168,3277,1186,1455489024,1615265792,5485,39126
1084258,213909504,30343168,3277,1186,1455489024,1615265792,5485,39126
1087045,213909504,30343168,3277,1186,1449066496,1609433088,5485,39126
1099940,214564864,29229056,3252,1178,1449066496,1609433088,5390,39143
1102276,214564864,29229056,3252,1178,1449066496,1609433088,5390,39143
1108111,214564864,29229056,3252,1178,1449066496,1609433088,5390,39143
1118317,214564864,29229056,3252,1178,1449066496,1609433088,5390,39143
1122556,214368256,30539776,3271,1175,1454178304,1611857920,5459,39172
1128414,214368256,30539776,3271,1175,1454178304,1611857920,5459,39172
1136016,214368256,30539776,3271,1175,1454178304,1611857920,5459,39172
1141876,214368256,30539776,3271,1175,1454178304,1611857920,5459,39172
1151741,214368256,30539776,3271,1175,1454178304,1611857920,5459,39172
1155416,210829312,27197440,3205,1128,1449197568,1608974336,5358,39070
1163001,210829312,27197440,3205,1128,1449197568,1608974336,5358,39070
1168967,210829312,27197440,3205,1128,1449197568,1608974336,5358,39070
