Timestamp,Combined Value1,Combined Value2,Combined Value3,Combined Value4,Combined Value5,Combined Value6,Combined Value7,Combined Value8
1742111239763654,27705,0,38152,4812,9179,0,43466,0
1742111239783366,27161,0,37249,4786,9096,0,44097,0
1742111239803078,27550,14,38000,4785,6737,0,42964,0
1742111239822790,27260,2,37723,4771,,,,
1742111239831524,10158,0,44231,0,26705,0,37539,4772
1742111239842092,8581,0,43761,0,27510,32,37756,4802
1742111239852660,7780,0,43043,0,27374,0,37684,4836
1742111239863228,9224,0,44057,0,,,,
1742111239869574,27596,0,37914,4869,10829,0,43465,0
1742111239888422,27148,0,36887,4806,7367,0,43650,0
1742111239907270,27473,0,37858,4845,9520,0,44341,0
1742111239926118,27912,0,37424,4817,,,,
1742111239935098,9571,0,43612,0,27702,0,37751,4847
1742111239950234,7785,0,43558,0,27882,0,37069,4808
1742111239965370,9254,0,43482,0,27602,0,37296,4838
1742111239980506,8786,0,44654,0,,,,
1742111239988081,29132,6,38439,4819,10498,0,43854,0
1742111240003225,28093,0,37107,4786,8199,0,44531,0
1742111240018369,28373,2,37888,4800,6987,0,43483,0
1742111240033513,27888,0,37348,4776,,,,
1742111240041151,10841,0,44430,0,28175,0,37705,4792
1742111240056623,8901,0,44180,0,28445,0,37709,4780
1742111240072095,8715,0,44035,0,27867,0,37485,4749
1742111240087567,7964,0,44387,0,,,,
1742111240095706,28243,10,37645,4759,8898,0,43459,0
1742111240114274,27647,5,36875,4742,9337,0,44663,0
1742111240132842,28069,6,37872,4762,8067,0,44407,0
1742111240151410,28509,0,38177,4753,,,,
1742111240159785,9963,0,44065,0,27585,15,37524,4762
1742111240170921,9190,0,44376,0,28271,16,37812,4742
1742111240182057,8030,0,44324,0,27204,0,37169,4776
1742111240193193,8159,0,43474,0,,,,
1742111240200015,28953,0,38071,4793,11108,0,43182,0
1742111240221159,27861,0,37050,4778,8086,0,43870,0
1742111240242303,28118,0,37859,4808,8253,0,43237,0
1742111240263447,27810,0,37301,4808,,,,
1742111240273151,8940,0,43473,0,27483,2,37544,4822
1742111240287143,7734,0,43687,0,28361,6,37971,4801
1742111240301135,8915,0,44036,0,27496,1,37404,4797
1742111240315127,7011,0,43336,0,,,,
1742111240322062,28094,14,37734,4787,10085,0,43505,0
1742111240335486,26978,0,37211,4782,7726,0,44155,0
1742111240348910,27511,7,37794,4809,7539,0,43589,0
1742111240362334,27874,0,37522,4774,,,,
1742111240369317,10846,0,44112,0,27612,0,37479,4765
1742111240384741,8321,0,43725,0,27544,66,37800,4772
1742111240400165,7543,0,43080,0,26905,7,37508,4807
1742111240415589,7748,0,43743,0,,,,
1742111240423841,27430,0,37951,4817,9362,0,43069,0
1742111240443553,26503,0,37248,4824,8378,0,43495,0
1742111240463265,27857,26,38315,4849,8266,0,43109,0
1742111240482977,27214,0,37384,4807,,,,
1742111240491955,9509,0,44075,0,26530,42,37702,4813
1742111240504523,9458,0,44479,0,27598,10,37714,4832
1742111240517091,7499,0,44101,0,26711,0,36809,4812
1742111240529659,8474,0,44649,0,,,,
1742111240536645,28226,32,38202,4777,10722,0,43535,0
1742111240554637,27432,0,36770,4784,7638,0,43734,0
1742111240572629,28367,0,38158,4828,9253,0,43184,0
1742111240590621,28126,1,37290,4808,,,,
1742111240599173,9530,0,43667,0,27995,0,37552,4831
1742111240613453,8302,0,43266,0,28552,0,37667,4777
1742111240627733,8092,0,43204,0,27299,0,37146,4796
1742111240642013,8213,0,43814,0,,,,
1742111240649453,28656,24,38134,4790,10122,0,43119,0
1742111240666021,28811,8,37557,4775,8242,0,43289,0
1742111240682589,28613,18,37896,4809,7544,0,42829,0
1742111240699157,28479,0,37483,4780,,,,
1742111240707786,10600,0,42980,0,28613,21,37562,4786
1742111240726922,8501,0,43051,0,28622,16,37752,4748
1742111240746058,7734,0,42676,0,27854,0,37300,4777
1742111240765194,7626,0,42891,0,,,,
1742111240774061,28824,0,38109,4748,8843,0,42766,0
1742111240787485,27781,0,37231,4761,8564,0,43379,0
1742111240800909,28095,5,37932,4763,8987,0,42967,0
1742111240814333,28651,0,37916,4750,,,,
1742111240820703,9016,0,42999,0,27860,17,37536,4759
1742111240831271,8084,0,42450,0,28441,15,37690,4702
1742111240841839,7533,0,42883,0,27332,0,37156,4746
1742111240852407,7911,0,42729,0,,,,
1742111240858847,28427,0,38273,4754,10715,0,42272,0
1742111240878623,28298,0,37367,4778,7647,0,43048,0
1742111240898399,27700,4,37493,4753,8169,0,42009,0
1742111240918175,28001,5,37661,4742,,,,
1742111240927450,9312,0,43323,0,27657,27,37794,4778
1742111240942306,8040,0,42942,0,28657,14,38453,4778
1742111240957162,8439,0,42400,0,27149,0,37376,4761
1742111240972018,7314,0,42455,0,,,,
1742111240979577,28114,0,37810,4769,10295,0,42705,0
1742111240995409,27398,0,37674,4762,8115,0,42561,0
1742111241011241,27389,12,37849,4788,6928,0,41940,0
1742111241027073,27634,0,37933,4764,,,,
1742111241034783,10162,0,42588,0,27278,0,37693,4754
1742111241048775,7858,0,42376,0,27584,0,37951,4758
1742111241062767,8362,0,42418,0,26400,0,37410,4771
1742111241076759,7520,0,42574,0,,,,
1742111241084371,27625,22,38345,4775,9111,0,42470,0
1742111241103227,27019,0,37138,4791,7781,0,42377,0
1742111241122083,27394,44,38311,4791,8194,0,41689,0
1742111241140939,26822,0,37097,4785,,,,
1742111241149406,9212,0,42292,0,26422,5,37469,4810
1742111241160550,9196,0,42487,0,27820,3,38190,4766
1742111241171694,6978,0,42195,0,27265,0,37510,4776
1742111241182838,7522,0,42123,0,,,,
1742111241189400,28351,7,37812,4765,10033,0,41393,0
1742111241208248,27574,12,36806,4753,7913,0,42729,0
1742111241227096,28007,0,37813,4769,8813,0,42254,0
1742111241245944,28135,0,37904,4733,,,,
1742111241254907,9108,0,42154,0,27704,0,37602,4728
1742111241270051,7484,0,42283,0,27905,0,37872,4761
1742111241285195,8091,0,42385,0,27273,0,37351,4752
1742111241300339,7613,0,42636,0,,,,
1742111241308433,28820,5,38448,4752,9935,0,41865,0
1742111241327569,27604,0,37251,4739,8517,0,42748,0
1742111241346705,28300,7,38297,4773,6826,0,41735,0
1742111241365841,27747,0,37220,4749,,,,
1742111241374573,11035,0,42513,0,28009,9,38246,4802
1742111241386853,7493,0,41691,0,27965,5,37792,4813
1742111241399133,8611,0,41867,0,27273,0,37236,4837
1742111241411413,7618,0,42190,0,,,,
1742111241418344,28277,9,38304,4843,8519,0,41838,0
1742111241436920,27196,0,37018,4804,8254,0,42678,0
1742111241455496,28113,6,38263,4825,7748,0,41902,0
1742111241474072,28078,0,38181,4819,,,,
1742111241482448,9507,0,42929,0,28198,10,37903,4770
1742111241493584,9550,0,43117,0,27598,0,37803,4792
1742111241504720,7126,0,42197,0,26455,0,36921,4788
1742111241515856,7797,0,42552,0,,,,
1742111241522379,28119,10,38136,4796,10077,0,41584,0
1742111241540947,27347,0,37626,4791,6662,0,41967,0
1742111241559515,28032,17,38256,4798,8227,0,42393,0
1742111241578083,26954,0,37124,4769,,,,
1742111241587480,9001,0,42790,0,27469,3,38104,4788
1742111241606904,7983,0,42782,0,27449,0,37977,4776
1742111241626328,8437,0,42135,0,27173,0,37614,4831
1742111241645752,7423,0,41363,0,,,,
1742111241654263,27911,9,38090,4857,10305,0,41515,0
1742111241663975,26072,1,37169,4854,7912,0,41866,0
1742111241673687,26991,5,37804,4839,7630,0,41747,0
1742111241683399,27458,0,37969,4860,,,,
1742111241689089,10973,0,42551,0,27519,7,37790,4876
1742111241705369,8546,0,42610,0,26749,3,37626,4877
1742111241721649,8846,0,42299,0,26340,0,37754,4884
1742111241737929,7615,0,42518,0,,,,
1742111241746336,27329,6,38316,4874,8289,0,42011,0
1742111241764616,26659,0,37473,4818,9370,0,42236,0
1742111241782896,26986,16,37882,4854,8441,0,41855,0
1742111241801176,26727,0,37301,4779,,,,
1742111241809448,10191,0,42675,0,26420,30,37595,4847
1742111241820584,8664,0,42762,0,27676,0,38218,4836
1742111241831720,6820,0,41724,0,26315,0,36744,4811
1742111241842856,8762,0,42507,0,,,,
1742111241849394,27976,0,37901,4817,10268,0,41731,0
1742111241868250,26321,0,36446,4780,8028,0,42510,0
1742111241887106,27785,19,38286,4882,8642,0,42303,0
1742111241905962,27692,0,37948,4861,,,,
1742111241914903,10139,0,43284,0,27064,4,37782,4872
1742111241929759,7743,0,43059,0,27437,0,37688,4861
1742111241944615,8918,0,43038,0,26722,0,37360,4881
1742111241959471,7598,0,42948,0,,,,
1742111241966976,27688,11,38094,4863,10922,0,42794,0
1742111241982400,27436,7,37578,4843,7164,0,42623,0
1742111241997824,27399,0,38052,4877,7242,0,42239,0
1742111242013248,27073,0,37509,4851,,,,
1742111242020979,11156,0,43252,0,27169,0,37828,4867
1742111242036403,8402,0,43137,0,27223,0,37569,4846
1742111242051827,8103,0,42763,0,26206,13,37140,4822
1742111242067251,7911,0,43622,0,,,,
1742111242075478,27388,45,38138,4843,9479,0,43040,0
1742111242094902,26353,3,37252,4815,8861,0,43940,0
1742111242114326,26698,42,38222,4852,8711,0,42730,0
1742111242133750,27188,0,38099,4880,,,,
1742111242142366,9707,0,43005,0,26543,0,37846,4885
1742111242152934,9213,0,42784,0,27250,0,37825,4875
1742111242163502,7773,0,43007,0,25773,2,36945,4898
1742111242174070,7586,0,43008,0,,,,
1742111242180395,26846,32,38076,4908,10144,0,42926,0
1742111242199251,25805,0,37056,4829,7868,0,43464,0
1742111242218107,26480,7,37971,4863,8642,0,43208,0
1742111242236963,25818,0,37215,4866,,,,
1742111242246037,9054,0,43562,0,25590,0,37635,4886
1742111242262037,8311,0,43839,0,26247,48,37677,4853
1742111242278037,9285,0,43440,0,25693,0,37435,4841
1742111242294037,7867,0,43559,0,,,,
1742111242301837,26352,16,37985,4859,10353,0,43557,0
1742111242316117,25164,7,36921,4837,7939,0,43844,0
1742111242330397,25593,2,37967,4887,7432,0,43528,0
1742111242344677,25137,0,37147,4841,,,,
1742111242351977,11162,0,44148,0,25246,26,37389,4827
1742111242367401,7988,0,43734,0,25550,0,37762,4820
1742111242382825,8632,0,43535,0,24782,0,37398,4843
1742111242398249,7721,0,44017,0,,,,
1742111242406285,26073,18,38267,4843,9521,0,43937,0
1742111242424285,25143,0,37629,4835,8750,0,43791,0
1742111242442285,25205,11,37787,4907,8322,0,43974,0
1742111242460285,25069,0,37318,4870,,,,
1742111242468505,10484,0,44762,0,25623,22,37648,4874
1742111242480217,8650,0,44826,0,26095,21,38376,4865
1742111242491929,7685,0,44296,0,24902,0,36998,4832
1742111242503641,8447,0,43842,0,,,,
1742111242510554,26829,0,38410,4846,11008,0,43780,0
1742111242530562,25484,4,37169,4867,7615,0,44219,0
1742111242550570,25015,0,37837,4843,8572,0,44468,0
1742111242570578,25877,10,37803,4812,,,,
1742111242579954,9662,0,44689,0,25200,37,37725,4800
1742111242594794,8798,0,45054,0,25557,4,37578,4831
1742111242609634,8967,0,44297,0,24987,0,37313,4813
1742111242624474,7579,0,44026,0,,,,
1742111242631974,26384,0,38185,4822,10691,0,44610,0
1742111242647398,25751,0,37673,4815,7580,0,44026,0
1742111242662822,25958,7,38128,4854,7597,0,43852,0
1742111242678246,25600,16,37594,4814,,,,
1742111242685756,10206,0,44164,0,25764,0,37693,4808
1742111242699468,7758,0,44405,0,26266,0,38346,4825
1742111242713180,8863,0,44649,0,24915,0,37220,4798
1742111242726892,7590,0,44503,0,,,,
1742111242734446,25716,11,37988,4803,9730,0,44487,0
1742111242753582,25354,0,37359,4849,8812,0,44184,0
1742111242772718,24730,0,37372,4836,7267,0,43878,0
1742111242791854,25466,1,37569,4815,,,,
1742111242800393,10434,0,44184,0,25329,4,37475,4858
1742111242811249,9527,0,44004,0,25245,17,37565,4891
1742111242822105,7685,0,43754,0,24285,0,37001,4904
1742111242832961,8827,0,44194,0,,,,
1742111242839391,25698,0,37990,4902,11247,0,44085,0
1742111242858247,25532,4,37760,4876,7815,0,44341,0
1742111242877103,24811,23,37991,4870,9115,0,44418,0
1742111242895959,24942,36,37534,4844,,,,
1742111242905034,9416,0,44463,0,24563,0,37647,4880
1742111242921034,8139,0,44656,0,25136,14,38267,4851
1742111242937034,9068,0,44408,0,23867,4,37188,4865
1742111242953034,8495,0,45042,0,,,,
1742111242961149,24980,20,38131,4849,10941,0,44250,0
1742111242978045,24586,17,37462,4841,8312,0,45090,0
1742111242994941,24086,0,37920,4869,7832,0,44551,0
1742111243011837,24683,11,38233,4847,,,,
1742111243020015,10800,0,44530,0,23847,0,37461,4862
1742111243034583,7735,0,44261,0,23852,7,37775,4853
1742111243049151,8226,0,44266,0,22956,0,37232,4867
1742111243063719,8103,0,44896,0,,,,
1742111243071254,24113,0,38151,4874,9295,0,44274,0
1742111243087822,23673,0,37596,4849,9464,0,44778,0
1742111243104390,23773,0,37928,4853,8227,0,44075,0
1742111243120958,23790,0,37464,4855,,,,
1742111243128661,9147,0,44058,0,23764,0,37290,4901
1742111243140373,8984,0,44636,0,24754,0,38615,4852
1742111243152085,7594,0,44492,0,23681,0,37067,4834
1742111243163797,8421,0,44526,0,,,,
1742111243170539,24963,0,37898,4832,11020,0,44031,0
1742111243189123,23582,0,36992,4852,7537,0,44403,0
1742111243207707,23968,0,37621,4834,9170,0,44745,0
1742111243226291,25166,0,38330,4844,,,,
1742111243235198,10021,0,44870,0,23957,5,37519,4830
1742111243250598,7429,0,44402,0,24969,19,38037,4838
1742111243265998,8883,0,44515,0,24060,4,37337,4842
1742111243281398,7675,0,44153,0,,,,
1742111243289011,25702,63,38360,4851,10109,0,43610,0
1742111243303579,24588,0,37665,4842,7564,0,43988,0
1742111243318147,24458,0,37681,4842,7598,0,43815,0
1742111243332715,24049,2,37252,4810,,,,
1742111243340453,10969,0,44417,0,24195,3,37852,4850
1742111243358445,8244,0,43698,0,24929,0,38156,4833
1742111243376437,8761,0,43888,0,23924,0,37144,4839
1742111243394429,8021,0,44021,0,,,,
1742111243403320,25114,6,38359,4833,9646,0,43636,0
1742111243420472,24268,0,37116,4857,8627,0,44286,0
1742111243437624,25550,1,38634,4888,8600,0,43790,0
1742111243454776,25008,10,38150,4825,,,,
1742111243462617,9931,0,44104,0,24047,0,37851,4853
1742111243473745,8467,0,43388,0,24492,0,37711,4821
1742111243484873,7308,0,43484,0,23737,0,37246,4841
1742111243496001,8053,0,43967,0,,,,
1742111243502649,24652,9,38167,4855,11023,0,43688,0
1742111243522361,24395,0,37895,4875,7580,0,43920,0
1742111243542073,24116,0,37805,4884,8696,0,43697,0
1742111243561785,24483,0,38010,4841,,,,
1742111243570983,8828,0,43860,0,23890,37,37940,4905
1742111243585263,7176,0,43618,0,24680,17,38431,4905
1742111243599543,8385,0,43494,0,23147,0,37573,4839
1742111243613823,7592,0,43512,0,,,,
1742111243621181,24083,0,37788,4865,9997,0,43103,0
1742111243637181,23165,2,37367,4857,7389,0,43357,0
1742111243653181,23545,0,37790,4876,8087,0,43360,0
1742111243669181,23975,0,37521,4907,,,,
1742111243676954,10742,0,42336,0,23713,21,37478,4911
1742111243690946,8148,0,43117,0,23939,12,37904,4872
1742111243704938,8569,0,42852,0,22792,0,36842,4843
1742111243718930,7490,0,43341,0,,,,
1742111243726620,23858,0,38292,4917,9334,0,43786,0
1742111243746044,23608,0,37895,4892,8820,0,44002,0
1742111243765468,23735,2,38356,4900,8463,0,42375,0
1742111243784892,23976,10,38018,4922,,,,
1742111243793729,10352,0,42751,0,23905,4,37790,4918
1742111243806009,8414,0,42267,0,24381,0,38186,4934
1742111243818289,7815,0,42883,0,23802,0,37548,4912
1742111243830569,7637,0,42823,0,,,,
1742111243837341,24899,25,38190,4961,11088,0,42191,0
1742111243854477,23506,0,37047,4923,7521,0,42969,0
1742111243871613,24364,23,38002,4978,8796,0,43066,0
1742111243888749,24660,0,37861,4958,,,,
1742111243896979,8960,0,42993,0,24083,0,37706,4948
1742111243911259,7552,0,42941,0,25013,4,37953,4945
1742111243925539,8488,0,42866,0,23896,0,37317,4934
1742111243939819,7703,0,43155,0,,,,
1742111243947067,24865,27,38089,4937,10556,0,42388,0
1742111243962211,24474,0,37627,4923,7569,0,42653,0
1742111243977355,24707,0,37984,4951,7818,0,42788,0
1742111243992499,24570,10,37647,4927,,,,
1742111244000145,10712,0,42413,0,24554,0,37520,4944
1742111244015857,8301,0,42679,0,24871,19,38177,4939
1742111244031569,8335,0,42371,0,24304,0,37553,4942
1742111244047281,8201,0,42429,0,,,,
1742111244055629,24729,36,37902,4894,9327,0,42064,0
1742111244075093,23737,0,37253,4906,9367,0,43350,0
1742111244094557,24230,6,37841,4949,7738,0,42430,0
1742111244114021,25056,3,38392,4946,,,,
1742111244122627,9744,0,43257,0,24022,0,37265,4931
1742111244132907,8749,0,42812,0,24593,21,37949,4920
1742111244143187,7587,0,42968,0,23444,1,36891,4927
1742111244153467,8757,0,43254,0,,,,
1742111244159879,24697,0,37823,4942,11056,0,42865,0
1742111244180159,24104,0,37454,4903,7140,0,42640,0
1742111244200439,23896,3,37712,4920,9123,0,43071,0
1742111244220719,24380,0,37838,4913,,,,
1742111244230014,8687,0,42503,0,23612,0,37583,4951
1742111244243438,7385,0,43028,0,24598,0,38097,4937
1742111244256862,8760,0,43262,0,23730,0,37350,4935
1742111244270286,7745,0,43447,0,,,,
1742111244278005,24268,105,38227,4944,10287,0,42977,0
1742111244299437,24020,10,37259,4918,7197,0,43140,0
1742111244320869,23286,0,37577,4900,7919,0,43556,0
1742111244342301,23791,2,37725,4926,,,,
1742111244351711,11006,0,43379,0,23823,10,37491,4952
1742111244362559,8106,0,43493,0,23882,18,38129,4958
1742111244373407,8538,0,43145,0,22719,0,37211,4955
1742111244384255,7987,0,44027,0,,,,
1742111244390445,23473,25,38025,4963,9637,0,44026,0
1742111244407301,23793,0,37916,4961,8766,0,44024,0
1742111244424157,23194,0,38093,4943,7451,0,43198,0
1742111244441013,23859,0,37789,4932,,,,
1742111244448909,9961,0,43130,0,23891,0,37918,4910
1742111244461477,8535,0,43384,0,24192,0,38079,4874
1742111244474045,7837,0,43563,0,23385,7,37195,4911
1742111244486613,9001,0,44188,0,,,,
1742111244493541,24998,11,38459,4917,11190,0,43173,0
1742111244511253,23599,0,36979,4881,8227,0,43848,0
1742111244528965,24254,14,38416,4941,8710,0,43007,0
1742111244546677,24654,0,37922,4912,,,,
1742111244555728,9758,0,44057,0,23932,0,37467,4917
1742111244574912,7706,0,43827,0,24418,0,37766,4919
1742111244594096,8638,0,43923,0,24031,0,37221,4886
1742111244613280,7811,0,43887,0,,,,
1742111244621836,25281,21,38188,4927,10120,0,44128,0
1742111244632692,25009,0,37688,4942,8018,0,44152,0
1742111244643548,24877,0,38280,4932,7792,0,43227,0
1742111244654404,25294,17,37817,4893,,,,
1742111244660524,11410,0,43589,0,24244,11,37494,4922
1742111244676804,7619,0,43643,0,25649,12,38442,4917
1742111244693084,8082,0,43954,0,25001,0,37714,4948
1742111244709364,7663,0,44205,0,,,,
1742111244717687,24941,4,38081,4967,9137,0,44129,0
1742111244735399,24130,0,37028,4929,9071,0,44502,0
1742111244753111,24550,0,37984,4944,8168,0,44229,0
1742111244770823,24439,0,37507,4928,,,,
1742111244778968,10412,0,45107,0,24378,0,37250,4918
1742111244790968,9152,0,44085,0,24842,0,37979,4928
1742111244802968,7737,0,43472,0,24521,0,37834,4952
1742111244814968,8793,0,44460,0,,,,
1742111244821773,24741,0,37901,4977,10960,0,43764,0
1742111244840053,24603,0,37390,4914,7796,0,44455,0
1742111244858333,24142,0,37732,4930,8043,0,44089,0
1742111244876613,24176,15,37659,4914,,,,
1742111244885451,9744,0,44908,0,23670,49,37381,4905
1742111244901163,7743,0,44695,0,24370,4,37986,4896
1742111244916875,9296,0,44817,0,23657,0,37415,4892
1742111244932587,7490,0,44553,0,,,,
1742111244941059,24260,29,38234,4923,10046,0,44661,0
1742111244961515,23346,1,37411,4877,7948,0,44990,0
1742111244981971,23739,0,38058,4896,7339,0,44415,0
1742111245002427,24124,19,37750,4881,,,,
1742111245011289,10401,0,44790,0,23400,1,37384,4885
1742111245020713,6933,0,44083,0,24189,7,38333,4906
1742111245030137,9232,0,45290,0,23202,17,37457,4869
1742111245039561,7606,0,44445,0,,,,
1742111245045397,23794,14,38159,4942,9928,0,44326,0
1742111245063677,23511,0,37460,4936,8859,0,44813,0
1742111245081957,23809,20,37664,4960,8897,0,45209,0
1742111245100237,23892,40,37845,4895,,,,
1742111245108536,9247,0,44952,0,22915,15,37492,4940
1742111245119960,9169,0,45618,0,23972,0,37944,4926
1742111245131384,7279,0,45040,0,23462,0,37311,4881
1742111245142808,8174,0,45211,0,,,,
1742111245149927,23993,2,38094,4885,10919,0,44912,0
1742111245172495,23955,0,37479,4883,8022,0,44767,0
1742111245195063,24230,4,37930,4924,8315,0,44730,0
1742111245217631,24604,16,37690,4909,,,,
1742111245227511,9548,0,44728,0,24000,0,37363,4944
1742111245238647,8076,0,44682,0,24967,11,38073,4957
1742111245249783,9536,0,44889,0,24049,0,36908,4934
1742111245260919,7964,0,44862,0,,,,
1742111245267365,25515,47,38510,4937,10166,0,44487,0
1742111245285357,24171,0,37472,4886,7685,0,44633,0
1742111245303349,24874,0,37935,4927,8090,0,44858,0
1742111245321341,24789,0,37441,4889,,,,
1742111245329826,11697,0,45231,0,24250,16,37421,4906
1742111245343538,7788,0,44669,0,25427,0,38490,4907
1742111245357250,9321,0,45204,0,24599,0,37491,4885
1742111245370962,7699,0,45038,0,,,,
1742111245378374,25149,0,38294,4876,9674,0,44897,0
1742111245396366,24824,0,37345,4844,9330,0,45448,0
1742111245414358,24842,0,38307,4878,8288,0,45093,0
1742111245432350,24938,0,37908,4859,,,,
1742111245440562,10129,0,45071,0,23975,0,37073,4888
1742111245452274,8423,0,44642,0,25178,0,38074,4908
1742111245463986,8151,0,44755,0,24163,0,37139,4919
1742111245475698,8569,0,44367,0,,,,
1742111245482508,24646,0,37793,4919,10433,0,44089,0
1742111245501644,24900,0,37555,4917,8008,0,44929,0
1742111245520780,24789,29,37921,4918,9556,0,44958,0
1742111245539916,24613,9,37692,4890,,,,
1742111245549242,9501,0,45245,0,23852,1,37725,4915
1742111245566386,8126,0,45230,0,24662,6,38077,4892
1742111245583530,9283,0,44856,0,23933,0,37345,4885
1742111245600674,7756,0,44840,0,,,,
1742111245608546,24825,10,37958,4886,10123,0,44825,0
1742111245619970,23571,0,36978,4867,7533,0,44867,0
1742111245631394,23945,0,37794,4926,7710,0,44758,0
1742111245642818,24110,0,37970,4935,,,,
1742111245649151,11506,0,45102,0,23988,0,37814,4888
1742111245665431,7470,0,44554,0,24075,0,37714,4881
1742111245681711,9073,0,44800,0,23242,0,37117,4890
1742111245697991,7603,0,44856,0,,,,
1742111245706457,24269,0,38180,4878,9388,0,44889,0
1742111245725313,24420,8,37666,4906,9032,0,45297,0
1742111245744169,23828,0,37493,4867,7686,0,44992,0
1742111245763025,24139,20,37751,4852,,,,
1742111245771458,9701,0,45203,0,23566,8,37624,4931
1742111245782314,8600,0,44348,0,24297,0,37911,4924
1742111245793170,8242,0,45005,0,23986,0,37584,4935
1742111245804026,8071,0,44529,0,,,,
1742111245810456,24716,0,38274,4962,11190,0,44132,0
1742111245829312,24127,0,37173,4902,8184,0,45078,0
1742111245848168,24653,0,37950,4901,8505,0,44507,0
1742111245867024,25442,1,38063,4880,,,,
1742111245876118,9770,0,44886,0,24033,0,37050,4847
1742111245892110,7681,0,44608,0,25515,3,38165,4849
1742111245908102,8836,0,44846,0,24998,0,37556,4828
1742111245924094,7326,0,44700,0,,,,
1742111245931923,25090,17,38002,4847,10243,0,44614,0
1742111245946491,25420,5,38053,4863,7595,0,44702,0
1742111245961059,25244,0,38043,4851,7352,0,44214,0
1742111245975627,25366,0,37506,4815,,,,
1742111245982932,10839,0,44316,0,24993,4,37491,4858
1742111245997500,8271,0,44654,0,25507,5,38042,4829
1742111246012068,8478,0,44353,0,24677,0,37229,4801
1742111246026636,8054,0,44227,0,,,,
1742111246034896,25817,1,38215,4910,9575,0,43403,0
1742111246057176,25021,6,37142,4855,9255,0,44491,0
1742111246079456,25290,17,37857,4890,8307,0,44311,0
1742111246101736,25690,0,37964,4832,,,,
1742111246111042,9866,0,44414,0,24346,0,37182,4842
1742111246118466,8514,0,44164,0,25640,12,37896,4835
1742111246125890,7763,0,44204,0,24989,0,37352,4810
1742111246133314,8674,0,44526,0,,,,
1742111246138568,25484,0,38340,4834,10624,0,43519,0
1742111246158280,25501,9,37831,4879,7466,0,44045,0
1742111246177992,25566,0,37942,4819,8664,0,44132,0
1742111246197704,25143,0,37518,4832,,,,
1742111246206895,9448,0,44172,0,24341,0,37206,4847
1742111246221175,7442,0,44113,0,25975,5,38589,4841
1742111246235455,8976,0,44126,0,25011,0,37826,4843
1742111246249735,8308,0,44806,0,,,,
1742111246257292,24996,22,38279,4864,11268,0,44179,0
1742111246274716,24992,0,37763,4853,7222,0,43752,0
1742111246292140,24627,12,37925,4868,7724,0,44017,0
1742111246309564,24832,25,37844,4858,,,,
1742111246317897,10424,0,43298,0,24752,14,37462,4904
1742111246332177,6953,0,42705,0,25506,0,38182,4907
1742111246346457,8934,0,43677,0,24507,1,37265,4906
1742111246360737,7289,0,43419,0,,,,
1742111246368368,24751,20,37994,4935,8586,0,43323,0
1742111246386360,24335,29,37640,4912,8922,0,43738,0
1742111246404352,24112,0,37495,4916,7496,0,43508,0
1742111246422344,24909,4,37791,4888,,,,
1742111246430523,9868,0,43510,0,24619,0,37583,4931
1742111246441955,9143,0,43529,0,25944,0,38822,4957
1742111246453387,7243,0,43300,0,24717,0,37239,4930
1742111246464819,8386,0,43659,0,,,,
1742111246471594,25141,0,37992,4920,10168,0,43052,0
1742111246491298,25630,39,37567,4892,7596,0,43417,0
1742111246511002,25573,0,37784,4924,8837,0,43315,0
1742111246530706,25811,0,37885,4912,,,,
1742111246540257,8422,0,43178,0,25283,8,37412,4908
1742111246557393,8365,0,44100,0,25894,0,37859,4882
1742111246574529,9010,0,43884,0,25244,0,37301,4865
1742111246591665,7698,0,44011,0,,,,
1742111246599678,25735,7,38179,4881,10355,0,43955,0
1742111246612246,26422,0,38259,4847,7903,0,44189,0
1742111246624814,25201,0,37295,4883,7305,0,43557,0
1742111246637382,25749,27,37754,4849,,,,
1742111246643849,10426,0,43512,0,24803,0,37272,4874
1742111246657849,7557,0,43830,0,26208,0,38258,4868
1742111246671849,8829,0,44031,0,25353,0,37463,4854
1742111246685849,7229,0,43858,0,,,,
1742111246693588,25662,3,37788,4886,9606,0,44240,0
1742111246713292,25670,14,37501,4867,8786,0,44446,0
1742111246732996,25166,0,37665,4841,8325,0,44563,0
1742111246752700,25589,0,37593,4829,,,,
1742111246761422,10203,0,44456,0,25095,4,37735,4827
1742111246771990,8972,0,44106,0,26078,18,37956,4894
1742111246782558,8228,0,44219,0,24979,14,36947,4902
1742111246793126,8459,0,44089,0,,,,
1742111246799673,25335,0,37723,4906,10509,0,43767,0
1742111246820241,26140,0,37977,4873,8143,0,44233,0
1742111246840809,25143,9,37394,4920,8607,0,43672,0
1742111246861377,25549,10,37643,4894,,,,
1742111246870896,9943,0,44421,0,25047,0,37261,4874
1742111246885336,8479,0,44867,0,26049,0,38349,4872
1742111246899776,9094,0,44157,0,24903,0,37265,4862
1742111246914216,7889,0,44647,0,,,,
1742111246921407,24857,0,37981,4859,10130,0,44091,0
1742111246935399,25030,0,37199,4816,7723,0,44870,0
1742111246949391,24310,0,37425,4847,8223,0,45122,0
1742111246963383,25386,0,38033,4870,,,,
1742111246970607,10833,0,44818,0,24070,0,37297,4843
1742111246986319,7359,0,44427,0,24986,10,38038,4843
1742111247002031,9150,0,44615,0,24385,10,37824,4844
1742111247017743,7660,0,44550,0,,,,
