Timestamp,Reg1,Reg2,Reg3,Reg4,Reg5,Reg6,Reg7,Reg8
1741879683.4087234,0,0,0,0,91030597,81789968,75891686,68420399
1741879683.4167218,0,0,0,0,91030597,81789932,75891633,68420288
1741879683.4274259,0,0,0,0,110822420,98305004,88933297,84345536
1741879683.436861,0,0,0,0,110822420,98305004,88933297,84345536
1741879683.4523454,0,0,0,0,110822420,98305004,88933297,84345536
1741879683.4573429,0,0,0,0,110823091,98305539,88933729,84346091
1741879683.467343,0,0,0,0,114558643,101123587,88081761,82248939
1741879683.478364,0,0,0,0,114558643,101123587,88081761,82248939
1741879683.488038,0,0,0,0,114558643,101123587,88081761,82248939
1741879683.498038,0,0,0,0,114558586,101123523,88081694,104137865
1741879683.510689,0,0,0,0,139003514,120128963,103875870,104137865
1741879683.520537,0,0,0,0,139003514,120128963,103875870,104137865
1741879683.5285108,0,0,0,0,139003514,120128963,103875870,104137865
1741879683.5403,0,0,0,0,139003763,128452225,110691751,114230593
1741879683.5548346,0,0,0,0,150800243,128452225,110691751,114230593
1741879683.558828,0,0,0,0,150800243,128452225,110691751,114230593
1741879683.5693433,0,0,0,0,150800243,128452225,110691751,114230593
1741879683.5793371,0,0,0,0,153618255,131401319,111674758,113575209
1741879683.5897312,0,0,0,0,153618255,131401319,111674758,113575209
1741879683.5997353,0,0,0,0,153618255,131401319,111674758,113575209
1741879683.6096961,0,0,0,0,153618255,131401319,111674758,113575209
1741879683.6224809,0,0,0,0,155649841,131794498,111740243,115344611
1741879683.6304862,0,0,0,0,155649841,131794498,111740243,115344611
1741879683.65104,0,0,0,0,155649841,131794498,111740243,115344611
1741879683.6543958,0,0,0,0,155649841,131794498,111740243,115344719
1741879683.6613984,0,0,0,0,137234290,118163081,101189025,96994639
1741879683.6711535,0,0,0,0,137234290,118163081,101189025,96994639
1741879683.681151,0,0,0,0,137234290,118163081,101189025,96994639
1741879683.6917374,0,0,0,0,137234232,118163029,101189008,96994592
1741879683.70253,0,0,0,0,112658232,100075093,89392528,79365408
1741879683.712529,0,0,0,0,112658232,100075093,89392528,79365408
1741879683.7251344,0,0,0,0,112658232,100075093,89392528,79365408
1741879683.7321303,0,0,0,0,112657515,100074558,89392105,79364765
1741879683.7459893,0,0,0,0,70190187,67961918,64619497,43254429
1741879683.7527525,0,0,0,0,70190187,67961918,64619497,43254429
1741879683.7637472,0,0,0,0,70190187,67961918,64619497,43254429
1741879683.7725143,0,0,0,0,70190124,67961854,64619487,43385557
1741879683.7835176,0,0,0,0,67634220,65537022,62784479,43385557
1741879683.793312,0,0,0,0,67634220,65537022,62784479,43385557
1741879683.8038266,0,0,0,0,67634220,65537022,62784479,43385557
1741879683.813835,0,0,0,0,74646346,70583125,67240747,51642854
1741879683.8336413,0,0,0,0,74646346,70583125,67240747,51642854
1741879683.8349874,0,0,0,0,74646346,70583125,67240747,51642854
1741879683.8472219,0,0,0,0,74646346,70583125,67240747,51642854
1741879683.8549793,0,0,0,0,63898446,61801304,58983235,41550339
1741879683.8679898,0,0,0,0,63898446,61801304,58983235,41550339
1741879683.874559,0,0,0,0,63898446,61801304,58983235,41550339
1741879683.8852928,0,0,0,0,63898446,61801304,58983235,41550339
1741879683.895288,0,0,0,0,81396685,75957163,71500660,59245235
1741879683.9075804,0,0,0,0,81396685,75957163,71500660,59245235
1741879683.915586,0,0,0,0,81396685,75957163,71500660,59245235
1741879683.9351892,0,0,0,0,81396685,75957163,71500660,59245196
1741879683.9511933,0,0,0,0,72221627,69338029,66716536,49808012
1741879683.9517806,0,0,0,0,72221627,69338029,66716536,49808012
1741879683.9560535,0,0,0,0,72221627,69338029,66716536,49808012
1741879683.9660544,0,0,0,0,72221627,69337991,66716512,49807947
1741879683.9756632,0,0,0,0,63505295,62587783,58852192,39322187
1741879683.991222,0,0,0,0,63505295,62587783,58852192,39322187
1741879683.9962084,0,0,0,0,63505295,62587783,58852192,39322187
1741879684.015347,0,0,0,0,63505420,62587890,58852295,39322264
1741879684.0163507,0,0,0,0,61801484,60818418,58262471,38339224
1741879684.0264575,0,0,0,0,61801484,60818418,58262471,38339224
1741879684.0374613,0,0,0,0,61801484,60818418,58262471,38339224
1741879684.0471177,0,0,0,0,61801415,60818363,58262413,45023873
1741879684.0570374,0,0,0,0,67634119,66454459,64291725,45023873
1741879684.0670326,0,0,0,0,67634119,66454459,64291725,45023873
1741879684.0825415,0,0,0,0,67634119,66454459,64291725,45023873
1741879684.09008,0,0,0,0,67634215,66388999,63439824,48366324
1741879684.0980797,0,0,0,0,68748327,66388999,63439824,48366324
1741879684.1129017,0,0,0,0,68748327,66388999,63439824,48366324
1741879684.118611,0,0,0,0,68748327,66388999,63439824,48366324
1741879684.1286108,0,0,0,0,72221598,69272482,65864553,51708474
1741879684.1503682,0,0,0,0,72221598,69272482,65864553,51708474
1741879684.1503682,0,0,0,0,72221598,69272482,65864553,51708474
1741879684.1678529,0,0,0,0,72221598,69272482,65864553,51708474
1741879684.1784558,0,0,0,0,55247897,55378946,53740507,32309948
1741879684.1834526,0,0,0,0,55247897,55378946,53740507,32309948
1741879684.192736,0,0,0,0,55247897,55378946,53740507,32309948
1741879684.1997335,0,0,0,0,55247897,55378946,53740507,32309948
1741879684.210741,0,0,0,0,55837695,57934837,56165329,30343840
1741879684.2346404,0,0,0,0,55837695,57934837,56165329,30343840
1741879684.2346404,0,0,0,0,55837695,57934837,56165329,30343840
1741879684.2524288,0,0,0,0,55837695,57934717,56165232,30343657
1741879684.2524288,0,0,0,0,56034146,57934717,56230768,31982057
1741879684.2604191,0,0,0,0,56034146,57934717,56230768,31982057
1741879684.270556,0,0,0,0,56034146,57934717,56230768,31982057
1741879684.280548,0,0,0,0,56034135,57934696,56230744,31982055
1741879684.291175,0,0,0,0,51118935,53478248,51774296,32047591
1741879684.3022578,0,0,0,0,51118935,53478248,51774296,32047591
1741879684.315263,0,0,0,0,51118935,53478248,51774296,32047591
1741879684.3342595,0,0,0,0,51118959,53478275,51774312,30605820
1741879684.3342595,0,0,0,0,55247727,56624003,54461288,30605820
1741879684.3482726,0,0,0,0,55247727,56624003,54461288,30605820
1741879684.35826,0,0,0,0,55247727,56624003,54461288,30605820
1741879684.3642607,0,0,0,0,55247743,59048837,55640923,38404628
1741879684.3742645,0,0,0,0,59310975,59048837,55640923,38404628
1741879684.394258,0,0,0,0,59310975,59048837,55640923,38404628
1741879684.3982635,0,0,0,0,59310975,59048837,55640923,38404628
1741879684.4032626,0,0,0,0,80872573,75564092,68289522,57148246
1741879684.4202707,0,0,0,0,80872573,75564092,68289522,57148246
1741879684.4252508,0,0,0,0,80872573,75564092,68289522,57148246
1741879684.433252,0,0,0,0,80872573,75564092,68289522,57148246
1741879684.445254,0,0,0,0,101778531,91227170,80348114,69141232
1741879684.4602537,0,0,0,0,101778531,91227170,80348114,69141232
1741879684.4652522,0,0,0,0,101778531,91227170,80348114,69141232
1741879684.474252,0,0,0,0,101778531,91227170,80348114,69141652
1741879684.4852593,0,0,0,0,119604836,105776569,91882798,85263508
1741879684.5012562,0,0,0,0,119604836,105776569,91882798,85263508
1741879684.5058093,0,0,0,0,119604836,105776569,91882798,85263508
1741879684.5228167,0,0,0,0,119604836,105776517,91882738,85263421
1741879684.5268188,0,0,0,0,120784422,104859013,89326834,84542525
1741879684.5368252,0,0,0,0,120784422,104859013,89326834,84542525
1741879684.5458274,0,0,0,0,120784422,104859013,89326834,84542525
1741879684.5608203,0,0,0,0,120784905,104859380,89327116,84542977
1741879684.570817,0,0,0,0,155650057,131925748,112395788,116917761
1741879684.576815,0,0,0,0,155650057,131925748,112395788,116917761
1741879684.5858252,0,0,0,0,155650057,131925748,112395788,116917761
1741879684.6014254,0,0,0,0,155649912,131925642,112395679,117048649
1741879684.6103857,0,0,0,0,157747064,133367434,113247647,117048649
1741879684.6216643,0,0,0,0,157747064,133367434,113247647,117048649
1741879684.6381404,0,0,0,0,157747064,133367434,113247647,117048649
1741879684.6381404,0,0,0,0,170133211,143263233,123340038,132187275
1741879684.6518145,0,0,0,0,170133211,143263233,123340038,132187275
1741879684.6618145,0,0,0,0,170133211,143263233,123340038,132187275
1741879684.669493,0,0,0,0,170133211,143263233,123340038,132187275
1741879684.679483,0,0,0,0,150931474,128321268,109512188,113903057
1741879684.6889849,0,0,0,0,150931474,128321268,109512188,113903057
1741879684.6999876,0,0,0,0,150931474,128321268,109512188,113903057
